"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.05733,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.22697,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.44588,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.5899,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-01",99.57595,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.51164,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-03",99.5461,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-04",99.77118,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.0239,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-06",100.0528,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.65674,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.04733,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-09",98.49481,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-10",98.18715,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-11",98.03226,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-12",97.90048,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-01",97.71414,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-02",97.51414,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-03",97.38534,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-04",97.39556,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-05",97.46346,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-06",97.47874,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-07",97.36481,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-08",97.19389,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-09",97.07268,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-10",97.08487,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-11",97.18407,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-12",97.31203,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-01",97.42999,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-02",97.52117,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-03",97.57067,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-04",97.57215,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-05",97.5762,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-06",97.65625,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-07",97.87186,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-08",98.15613,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-09",98.42619,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-10",98.62524,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-11",98.77862,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-12",98.92529,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-01",99.09492,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-02",99.2917,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-03",99.52044,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-04",99.78551,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.0578,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.3034,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.5046,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.7079,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-09",100.9864,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-10",101.3991,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-11",101.8755,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-12",102.3253,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-01",102.6833,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-02",102.9821,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-03",103.2549,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-04",103.4974,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-05",103.6565,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-06",103.6156,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-07",103.2638,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-08",102.7659,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-09",102.326,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-10",102.0993,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-11",102.0438,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-12",102.1151,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.2891,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.4579,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.4841,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.2608,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-05",101.9132,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-06",101.5982,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-07",101.4278,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-08",101.3601,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.3368,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-10",101.3186,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-11",101.2758,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-12",101.1741,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-01",100.9841,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-02",100.7513,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-03",100.5241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-04",100.3267,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-05",100.1246,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-06",99.85901,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-07",99.48599,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-08",99.07893,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-09",98.74479,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-10",98.57455,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-11",98.52063,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-12",98.53448,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-01",98.58791,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-02",98.62664,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-03",98.58208,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-04",98.39783,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-05",98.13952,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-06",97.88541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-07",97.69122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-08",97.55053,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-09",97.45855,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-10",97.42233,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-11",97.42223,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-12",97.44817,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-01",97.49973,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-02",97.56017,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-03",97.61018,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-04",97.63263,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-05",97.62779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-06",97.59093,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-07",97.51714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-08",97.43815,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-09",97.39828,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-10",97.4356,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.52393,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-12",97.63332,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-01",97.73968,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-02",97.81318,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-03",97.80981,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-04",97.69568,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-05",97.54827,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.47489,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.56428,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.7643,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.02092,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.30649,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-11",98.59151,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-12",98.85264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-01",99.08122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-02",99.31579,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-03",99.60919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-04",99.98978,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3636,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5909,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5681,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-08",100.4585,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4854,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-10",100.8144,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-11",101.2975,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-12",101.7316,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-01",101.9627,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-02",102.0384,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-03",102.0102,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-04",101.8897,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-05",101.7099,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-06",101.4823,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-07",101.2136,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-08",100.9705,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-09",100.8546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-10",100.9517,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1548,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-12",101.3272,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-01",101.3606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-02",101.2638,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-03",101.0314,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-04",100.6427,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-05",100.1964,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.80959,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.57532,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.45959,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.43797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.51344,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.64014,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-12",99.77835,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-01",99.89834,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-02",99.97257,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-03",99.95365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-04",99.79788,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-05",99.58208,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.39839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.30908,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.2693,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.21638,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.1096,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-11",98.98313,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-12",98.88969,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-01",98.86395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.8528,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.7738,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-04",98.55888,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.26598,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-06",97.96779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-07",97.71842,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.52538,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.40321,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.37082,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.3779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.36998,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.31395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.23859,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.19272,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.22276,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.32068,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.49187,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-07",97.75503,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.06888,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.39521,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-10",98.71121,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-11",99.00938,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-12",99.27508,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.48198,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.61995,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.65122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.53557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.36212,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.23667,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.22678,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.25887,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.22601,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.05364,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",98.83036,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",98.68663,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.7245,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",98.86778,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.01985,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.11613,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.16771,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.19772,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.22235,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.2535,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.30673,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",99.40274,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",99.54677,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.76307,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.0814,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.451,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",100.8141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.1275,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.391,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.5949,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.7176,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.7826,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.8009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.7716,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.7282,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.7034,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.7066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.6839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",101.5474,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.2304,
