"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-10",97.19171,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-11",97.19488,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-12",97.27097,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-01",97.42029,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-02",97.67511,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-03",98.06943,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-04",98.6188,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-05",99.28397,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-06",100.0448,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-07",100.8864,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-08",101.731,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-09",102.5439,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-10",103.296,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-11",103.98,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-12",104.591,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-01",105.0959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-02",105.553,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-03",106.0049,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-04",106.3905,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-05",106.5914,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-06",106.5502,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-07",106.3537,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-08",106.1154,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-09",105.8961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-10",105.7466,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-11",105.6154,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-12",105.4501,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-01",105.2228,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-02",104.9756,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-03",104.7302,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-04",104.4773,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-05",104.1928,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-06",103.8339,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-07",103.3295,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-08",102.6244,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-09",101.7042,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-10",100.6533,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-11",99.50551,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-12",98.34895,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-01",97.34935,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-02",96.63232,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-03",96.12858,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-04",95.77148,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-05",95.50912,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-06",95.25568,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-07",94.95248,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-08",94.63998,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-09",94.36433,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-10",94.1283,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-11",94.00017,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-12",94.05804,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-01",94.341,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-02",94.79847,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-03",95.35616,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-04",95.95326,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-05",96.54404,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-06",97.07588,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-07",97.52007,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-08",97.91015,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-09",98.31816,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-10",98.70638,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-11",99.15059,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-12",99.64669,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-01",100.1493,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-02",100.583,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-03",100.9042,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-04",101.0603,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-05",101.0088,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-06",100.7719,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-07",100.4299,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-08",100.0358,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-09",99.66731,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-10",99.42841,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-11",99.34807,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-12",99.39045,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-01",99.56374,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-02",99.88491,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-03",100.2838,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-04",100.7461,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-05",101.2409,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-06",101.7283,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-07",102.2046,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-08",102.5938,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-09",102.8914,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-10",103.0667,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-11",103.1084,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-12",103.0644,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-01",102.9803,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-02",102.8716,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-03",102.7784,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-04",102.7188,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-05",102.7211,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-06",102.7984,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-07",102.8801,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-08",102.9157,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-09",102.8603,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-10",102.6913,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-11",102.5009,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-12",102.3965,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-01",102.4153,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-02",102.5427,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-03",102.715,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-04",102.7659,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-05",102.545,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-06",102.0368,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-07",101.4125,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-08",100.839,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-09",100.3877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-10",100.0264,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-11",99.67538,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-12",99.32329,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-01",98.96937,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-02",98.60158,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-03",98.19657,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-04",97.7592,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-05",97.3838,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-06",97.0787,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-07",96.84096,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-08",96.69494,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-09",96.69765,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-10",96.82211,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-11",97.0766,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-12",97.44564,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-01",97.90119,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-02",98.3791,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-03",98.82835,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-04",99.16105,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.30773,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.27621,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.13751,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-08",98.93923,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-09",98.76449,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-10",98.62325,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.51748,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.44019,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.4292,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.51694,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.64011,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.73624,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-05",98.82416,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-06",98.95674,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-07",99.15836,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-08",99.40761,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-09",99.68938,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-10",99.9922,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-11",100.2426,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-12",100.4505,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-01",100.6517,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-02",100.8521,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-03",101.076,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-04",101.3065,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-05",101.519,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-06",101.71,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-07",101.8444,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-08",101.8981,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-09",101.8759,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-10",101.8599,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-11",101.844,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-12",101.8292,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-01",101.8078,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-02",101.7593,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-03",101.6502,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-04",101.4869,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-05",101.2504,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-06",100.9762,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-07",100.7237,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-08",100.5566,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-09",100.4502,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-10",100.3661,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-11",100.3108,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-12",100.2608,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-01",100.2078,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-02",100.0672,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-03",99.92901,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-04",99.80095,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-05",99.69194,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-06",99.6222,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-07",99.59785,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-08",99.61977,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-09",99.6573,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-10",99.70008,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-11",99.72443,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-12",99.72347,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-01",99.69838,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.69115,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.72654,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.79908,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.85695,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.90845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-07",99.9485,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-08",99.99048,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-09",100.057,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-10",100.1906,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-11",100.415,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-12",100.7409,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-01",101.1799,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-02",101.5508,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-03",101.935,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-04",102.3057,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-05",102.6073,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-06",102.7762,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-07",102.7763,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-08",102.6324,
