"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.6222,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.1636,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.4673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.3672,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.9843,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.6754,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.5082,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.4184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.3777,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3317,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.24,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1262,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.01,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.87572,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.79057,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.73093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.67037,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.63863,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.63089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.63957,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.66197,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.69166,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.69604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.58671,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.21497,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.63263,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.16096,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",97.76254,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.36147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.09054,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",96.93566,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",96.85545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",96.78477,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",96.715,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.61333,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.4925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.36126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.19374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.06081,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",95.99484,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",95.97138,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",95.97511,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.02324,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.16189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.26655,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.35743,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.49483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.53691,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.45624,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.29778,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.25951,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.39693,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.66129,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.76222,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.65999,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.46455,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.23514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.02441,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",95.80515,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.68105,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.65196,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.73795,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",95.85715,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.04234,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.3218,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.53409,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.65391,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.73114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.77103,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",96.8083,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",96.86722,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",96.92434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.00094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.10586,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.15894,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.18874,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.27946,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.38985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.56506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.82632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",97.99569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.04013,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.05344,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.21185,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.60936,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.25064,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.65356,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.79682,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.77757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.77409,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.89854,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.14,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3155,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.4946,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7333,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.9245,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.12,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.3687,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.5071,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.5001,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.3501,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.2901,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.1892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.0938,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.0558,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.1067,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.144,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.1838,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.2317,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.2285,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.0929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.9065,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.6859,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4328,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.2947,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.3786,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.6983,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6628,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.6676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.7059,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8336,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.9153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.9023,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.8723,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.9381,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.05,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.1881,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4315,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6688,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.7638,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.8017,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.783,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.7818,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.7374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.668,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.7146,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.8171,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.9098,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",102.0307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.1535,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.2323,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.2162,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.0904,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.9686,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.886,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.7693,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.6255,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.4618,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2329,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9134,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6364,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4075,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.1853,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.0189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.83189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.87592,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.1,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.17,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.1768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.0716,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.87016,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.71199,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.66884,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.64545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.69515,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.72542,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.67522,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.66628,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.76581,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.86,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.0046,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.2182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.33,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.34,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.2435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.02,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.77123,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.62217,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.57784,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.50546,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.39082,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.27438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.18433,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.25304,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.39857,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.64931,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.83211,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.8662,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.92851,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.88996,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.90377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.0507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.3249,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.5634,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.73,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.8178,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.8853,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.9928,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.0546,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.9902,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.9196,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.8188,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.9377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.0172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.9848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.9767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9453,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9548,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.0765,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.1826,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.2483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1546,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.8951,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.3164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3354,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.49,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.642,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.7958,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.9494,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1211,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.2715,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.2682,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2652,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.4031,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.54,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.6277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.6968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.6771,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.6924,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.7621,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.8469,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.9447,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.9614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.9451,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.9489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.9713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.9983,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.0859,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.0922,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.1487,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.1098,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.9954,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.6968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.3036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0381,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.0168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.952,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.8725,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8468,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.9473,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.0798,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.2308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.4109,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.6698,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9619,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.2053,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.284,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.3252,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.3181,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.3206,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.2961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.2318,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1785,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0882,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.0637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.1007,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.1735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.1067,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.8961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.5481,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.1848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8926,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.6917,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5562,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.3576,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2578,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.1959,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.1856,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.21,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.4434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.85,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.2219,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2562,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.077,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7315,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.3844,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.0429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.75245,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.51476,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.36615,
