Symbol,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,index,sector,sector_risk_trend_factor,index,Sector
CYTK,30.139999389648438,47.900001525878906,47.900001525878906,0.28800014919704864,11.25,0.6744493216012825,VHT,SLY,-3.4557028891925015,SP600,Healthcare
MANT,92.0,92.0,95.38999938964844,0.2728828651818194,17.590003967285156,2.4367285647422094,VGT,SLY,-4.675845515129833,SP600,Technology
ROCC,25.59000015258789,42.65999984741211,42.65999984741211,0.24316767499117514,23.564001083374023,1.317305799930244,VDE,SLY,0.398770805657576,SP600,Energy
MTDR,36.529998779296875,59.27000045776367,59.27000045776367,0.24314210589067958,24.05999755859375,0.7296978920212349,VDE,MDYG,0.398770805657576,SP400,Energy
HSY,175.5500030517578,231.60000610351562,231.60000610351562,0.22891589066012916,28.220001220703125,1.1527169871180798,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
FANG,95.77999877929688,147.99000549316406,147.99000549316406,0.11902496785036665,42.68000793457031,1.211253034039021,VDE,SPY,0.398770805657576,SP500,Energy
EOG,87.98999786376953,127.94999694824219,132.35000610351562,0.11758776401590641,39.6300048828125,0.9966041172430781,VDE,SPY,0.398770805657576,SP500,Energy
MUSA,159.0,249.11000061035156,262.5799865722656,0.07147625365051184,45.18998718261719,1.3809593754324019,VCR,MDYG,-4.922557664121128,SP400,Consumer Cyclical
PTEN,11.270000457763672,18.770000457763672,18.770000457763672,0.05803533732183001,6.720000267028809,1.1159952072218597,VDE,SLY,0.398770805657576,SP600,Energy
AZO,1542.300048828125,2267.39990234375,2267.39990234375,0.03660508321572752,526.1600341796875,0.9904374559252254,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
CIVI,50.97999954223633,66.73999786376953,68.91000366210938,0.0364987452367858,29.590003967285156,1.8618516675839698,VDE,SLY,0.398770805657576,SP600,Energy
PSX,94.33999633789062,94.33999633789062,98.66000366210938,0.01960829290294238,30.599998474121094,1.3581578628657398,VDE,SPY,0.398770805657576,SP500,Energy
CVX,113.11000061035156,174.75999450683594,175.64999389648438,0.0068287352043723245,36.61000061035156,1.1134631812139753,VDE,SPY,0.398770805657576,SP500,Energy
MGPI,76.68000030517578,97.61000061035156,104.0,-0.014676025527682898,14.989997863769531,1.2737633496769956,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
PXD,175.3699951171875,260.0,279.9800109863281,-0.03957779982173472,68.21998596191406,1.4141802301450646,VDE,SPY,0.398770805657576,SP500,Energy
RGP,15.449999809265137,20.15999984741211,20.15999984741211,-0.0722888070797111,3.3199996948242188,0.9779454057808313,VIS,SLY,-4.796058856279677,SP600,Industrials
DLTR,120.37000274658203,177.19000244140625,177.19000244140625,-0.12359537341598428,45.389991760253906,1.0620519627814609,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
HES,91.08999633789062,117.05999755859375,119.43000030517578,-0.1334557648157234,32.670005798339844,1.1505661490975383,VDE,SPY,0.398770805657576,SP500,Energy
EXLS,108.06999969482422,154.97999572753906,154.97999572753906,-0.15183026109290576,25.949996948242188,1.168770001056512,VGT,SLY,-4.675845515129833,SP600,Technology
NTUS,29.5,33.93000030517578,33.93000030517578,-0.15806380757192703,3.1000003814697266,1.6575836318611286,VHT,SLY,-3.4557028891925015,SP600,Healthcare
PDCE,49.91999816894531,79.38999938964844,79.38999938964844,-0.18564458204050316,26.610000610351562,1.394833964515279,VDE,MDYG,0.398770805657576,SP400,Energy
UNM,31.979999542236328,34.279998779296875,36.72999954223633,-0.18956051873576366,7.280002593994141,0.8622238297255084,VFH,MDYG,-5.109939700201536,SP400,Financial Services
CTRA,20.329999923706055,31.420000076293945,33.0,-0.2013821406252677,10.129999160766602,1.7196318158814612,VDE,SPY,0.398770805657576,SP500,Energy
VRTX,234.5800018310547,292.75,292.75,-0.20492424353813113,46.69999694824219,0.8854234406624995,VHT,SPY,-3.4557028891925015,SP500,Healthcare
SAFT,87.9800033569336,93.18000030517578,93.18000030517578,-0.20553783685008567,11.920005798339844,1.1919395171031157,VFH,SLY,-5.109939700201536,SP600,Financial Services
HALO,46.619998931884766,46.619998931884766,46.619998931884766,-0.22184020585587136,11.630001068115234,0.941037631253889,VHT,MDYG,-3.4557028891925015,SP400,Healthcare
NFG,55.220001220703125,74.31999969482422,74.31999969482422,-0.22619132456651478,10.919998168945312,1.096514077475552,VDE,MDYG,0.398770805657576,SP400,Energy
EQT,23.239999771118164,45.5,45.5,-0.24319200996121523,15.790000915527344,1.3085593121290668,VDE,MDYG,0.398770805657576,SP400,Energy
ULTA,351.7200012207031,438.6300048828125,438.6300048828125,-0.2553706502487825,98.68002319335938,1.2731013564680826,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
CAL,28.34000015258789,29.360000610351562,29.360000610351562,-0.25972798761188276,10.280000686645508,1.6153784972415517,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
CDK,54.70000076293945,54.70000076293945,54.70000076293945,-0.26530877044564566,1.4699974060058594,1.5587019490509446,VGT,MDYG,-4.675845515129833,SP400,Technology
LPI,85.91999816894531,99.26000213623047,99.26000213623047,-0.3285907187507766,66.77000045776367,1.5525635794876687,VDE,SLY,0.398770805657576,SP600,Energy
MRK,81.67938995361328,91.4000015258789,94.91999816894531,-0.32935087773424243,11.8699951171875,1.0744077032114845,VHT,SPY,-3.4557028891925015,SP500,Healthcare
NTCT,31.90999984741211,34.869998931884766,36.65999984741211,-0.3648639557742534,7.399999618530273,1.150013876928871,VGT,SLY,-4.675845515129833,SP600,Technology
PARR,18.049999237060547,18.049999237060547,18.049999237060547,-0.39926742912476926,8.190000534057617,2.237789447281053,VDE,SLY,0.398770805657576,SP600,Energy
SNEX,70.47000122070312,77.5,77.5,-0.40128312980133674,14.030006408691406,1.1981820369380785,VFH,SLY,-5.109939700201536,SP600,Financial Services
RRC,16.31999969482422,34.61000061035156,34.61000061035156,-0.40439945697031976,11.819997787475586,0.9654698794497685,VDE,MDYG,0.398770805657576,SP400,Energy
SWX,73.54000091552734,90.70999908447266,95.12999725341797,-0.4298303146494459,13.610000610351562,1.0904891265426733,VPU,MDYG,-2.1994881217580775,SP400,Utilities
CF,57.189998626708984,113.48999786376953,113.48999786376953,-0.46506146311990676,25.76000213623047,1.4704274326650737,VAW,SPY,-3.0005761103878554,SP500,Basic Materials
DG,225.25,262.2099914550781,262.2099914550781,-0.4901253896310542,66.83999633789062,1.187960455564362,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
TALO,18.93000030517578,20.600000381469727,21.3700008392334,-0.49942604347966996,8.709999084472656,1.7101185056212387,VDE,SLY,0.398770805657576,SP600,Energy
HCC,25.899999618530273,42.95000076293945,42.95000076293945,-0.5751518670642437,11.509998321533203,1.3274783018557188,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
SCI,56.86000061035156,72.06999969482422,72.06999969482422,-0.5938561220703528,8.789997100830078,0.9750383935834718,VCR,MDYG,-4.922557664121128,SP400,Consumer Cyclical
POST,77.16622924804688,77.94000244140625,82.98999786376953,-0.6317673483257004,10.709999084472656,0.7294785896605651,VDC,MDYG,-2.069744979067942,SP400,Consumer Defensive
SENEA,56.650001525878906,56.900001525878906,57.66999816894531,-0.6692509516413179,15.479999542236328,1.3608576737812703,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
AVD,21.18000030517578,24.25,24.25,-0.6716168558015979,6.059999465942383,2.3276247391984977,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
CTVA,49.97999954223633,62.040000915527344,62.040000915527344,-0.6756761313272722,11.765998840332031,1.4606136887381145,VAW,SPY,-3.0005761103878554,SP500,Basic Materials
GFF,29.190000534057617,29.420000076293945,31.700000762939453,-0.6852086575293183,15.820001602172852,1.2166350757450317,VIS,SLY,-4.796058856279677,SP600,Industrials
SWN,5.849999904632568,8.680000305175781,8.680000305175781,-0.692737716647904,3.5799999237060547,2.1179355092269714,VDE,SLY,0.398770805657576,SP600,Energy
CSL,197.2100067138672,262.6700134277344,275.1300048828125,-0.7138367248033786,44.52000427246094,0.9437943905271184,VIS,MDYG,-4.796058856279677,SP400,Industrials
SPTN,23.1299991607666,36.189998626708984,37.47999954223633,-0.7212334277881907,8.430000305175781,1.172973004221211,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
TMST,16.56999969482422,24.989999771118164,24.989999771118164,-0.7539900532357006,9.085000991821289,1.1056474102072553,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
PWR,101.95999908447266,140.0399932861328,140.0399932861328,-0.7578578240105771,32.1300048828125,1.6116818092146223,VIS,SPY,-4.796058856279677,SP500,Industrials
PGR,107.58999633789062,120.16999816894531,120.16999816894531,-0.7588267914207191,15.010002136230469,1.125126093087087,VFH,SPY,-5.109939700201536,SP500,Financial Services
HAL,25.0,42.599998474121094,42.599998474121094,-0.76095604511677,12.55000114440918,1.0267392967962643,VDE,SPY,0.398770805657576,SP500,Energy
K,68.5999984741211,70.20999908447266,75.55999755859375,-0.8123040939394421,9.589996337890625,1.4076799103991096,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
COKE,460.0,638.0,638.0,-0.8470665444379124,220.87997436523438,1.7991563944737206,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
LPG,15.460000038146973,16.200000762939453,18.5,-0.850340165476556,4.409999847412109,1.5370965632578406,VDE,SLY,0.398770805657576,SP600,Energy
VRTV,67.38999938964844,158.98800659179688,158.98800659179688,-0.88065772130861,49.89000701904297,0.7799866013024982,VIS,SLY,-4.796058856279677,SP600,Industrials
MUR,25.770000457763672,44.630001068115234,44.630001068115234,-0.8839349422733488,14.130001068115234,0.6608586068653493,VDE,MDYG,0.398770805657576,SP400,Energy
HP,36.2599983215332,50.5,50.88999938964844,-0.9087614265170567,16.549999237060547,0.8307177314129589,VDE,SLY,0.398770805657576,SP600,Energy
DGII,25.610000610351562,25.6299991607666,25.6299991607666,-0.9465952552600424,7.489999771118164,1.5133626617095388,VGT,SLY,-4.675845515129833,SP600,Technology
ED,80.43000030517578,99.22000122070312,99.22000122070312,-0.9474384179190696,15.030006408691406,0.8925697087873424,VPU,SPY,-2.1994881217580775,SP500,Utilities
OPCH,22.690000534057617,30.40999984741211,30.700000762939453,-0.9657045571524726,5.539999008178711,1.0366894320958866,VHT,MDYG,-3.4557028891925015,SP400,Healthcare
PEP,149.27000427246094,177.24000549316406,177.6199951171875,-0.9666076472295838,22.759994506835938,1.2085540721682422,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
SLB,36.869998931884766,46.27000045776367,46.27000045776367,-0.9693113900687673,13.360000610351562,1.1667321794139696,VDE,SPY,0.398770805657576,SP500,Energy
GIS,64.6500015258789,73.80000305175781,73.98999786376953,-0.9823217144480573,9.049995422363281,0.8970243408575692,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
CNC,75.25,89.91999816894531,89.91999816894531,-1.0024037491640063,12.479995727539062,0.8979869874654357,VHT,SPY,-3.4557028891925015,SP500,Healthcare
WMB,28.350000381469727,36.369998931884766,37.04999923706055,-1.0033516055185665,8.950000762939453,1.1181804670755533,VDE,SPY,0.398770805657576,SP500,Energy
AVT,45.43000030517578,45.43000030517578,48.75,-1.012766087308843,11.75,1.248762917311403,VGT,MDYG,-4.675845515129833,SP400,Technology
TRGP,49.20000076293945,81.5,81.5,-1.0201309212636507,21.360000610351562,1.4183262674071297,VDE,MDYG,0.398770805657576,SP400,Energy
KO,56.47999954223633,67.0,67.19999694824219,-1.0553501968346917,8.129997253417969,1.1560428394957583,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
LTC,40.33000183105469,40.33000183105469,40.33000183105469,-1.070225265408138,7.119998931884766,1.0019286758249648,VNQ,SLY,-3.1219821557705014,SP600,Real Estate
BJ,50.18000030517578,74.08999633789062,74.08999633789062,-1.0702795044391586,16.789997100830078,0.9260857433398415,VDC,MDYG,-2.069744979067942,SP400,Consumer Defensive
EXC,33.78031539916992,50.709999084472656,50.709999084472656,-1.0733039757875045,9.69000244140625,0.8584692672321749,VPU,SPY,-2.1994881217580775,SP500,Utilities
IBM,144.72999572753906,144.72999572753906,144.72999572753906,-1.09033158256193,18.92999267578125,0.8975223836137077,VGT,SPY,-4.675845515129833,SP500,Technology
SAIL,63.36000061035156,64.43499755859375,64.43499755859375,-1.095682766791627,5.904994964599609,1.8496936618035844,VGT,MDYG,-4.675845515129833,SP400,Technology
AMPH,21.3799991607666,44.459999084472656,44.459999084472656,-1.1316747076678195,13.670001983642578,3.1565684450197526,VHT,SLY,-3.4557028891925015,SP600,Healthcare
ANTM,406.0,533.6799926757812,533.6799926757812,-1.173710681584098,77.60000610351562,1.0447293956233439,VHT,SPY,-3.4557028891925015,SP500,Healthcare
ABC,125.86000061035156,167.19000244140625,167.19000244140625,-1.1815369827370883,25.779998779296875,1.4125941684474488,VHT,SPY,-3.4557028891925015,SP500,Healthcare
UNH,425.9800109863281,553.2899780273438,553.2899780273438,-1.1961337767905462,76.58001708984375,1.0356873011095102,VHT,SPY,-3.4557028891925015,SP500,Healthcare
UVV,60.95000076293945,61.47999954223633,63.459999084472656,-1.1997754850575972,8.909996032714844,1.0375161757406406,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
AEL,33.790000915527344,44.4900016784668,44.4900016784668,-1.200420137120972,9.529998779296875,0.9949890202268494,VFH,SLY,-5.109939700201536,SP600,Financial Services
CSGS,49.279998779296875,65.94999694824219,65.94999694824219,-1.2094356924905763,8.689998626708984,1.1747750049381227,VGT,SLY,-4.675845515129833,SP600,Technology
LTHM,23.989999771118164,33.040000915527344,33.040000915527344,-1.2812500719658357,14.079999923706055,1.4921427880740123,VAW,SLY,-3.0005761103878554,SP600,Basic Materials
TWNK,17.229999542236328,24.270000457763672,24.270000457763672,-1.2996031655926479,5.040000915527344,0.940138144423148,,,,,
FHN,19.450000762939453,24.239999771118164,24.239999771118164,-1.3041820958779529,2.6300010681152344,0.7333265635410525,VFH,MDYG,-5.109939700201536,SP400,Financial Services
MAT,23.309999465942383,25.709999084472656,26.989999771118164,-1.305742826903281,5.920000076293945,0.9887065208125374,VCR,MDYG,-4.922557664121128,SP400,Consumer Cyclical
SAIC,95.9800033569336,95.9800033569336,95.9800033569336,-1.3403490437105197,16.62999725341797,0.9274974201165636,VGT,MDYG,-4.675845515129833,SP400,Technology
CNX,15.890000343322754,23.329999923706055,23.329999923706055,-1.3519310745849742,6.989999771118164,1.1015030229461393,VDE,MDYG,0.398770805657576,SP400,Energy
MYE,23.6299991607666,23.6299991607666,25.100000381469727,-1.361797554392668,4.44999885559082,1.0608177007743222,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
ASH,95.95999908447266,111.05000305175781,111.05000305175781,-1.374607917427181,19.14000701904297,0.9695792210260868,VAW,MDYG,-3.0005761103878554,SP400,Basic Materials
ALB,188.35000610351562,291.4800109863281,291.4800109863281,-1.381678801193126,88.52999877929688,1.3296984011498845,VAW,SPY,-3.0005761103878554,SP500,Basic Materials
VICI,33.349998474121094,33.349998474121094,33.349998474121094,-1.3902527420510469,7.531000137329102,4.289279830971848,VNQ,SPY,-3.1219821557705014,SP500,Real Estate
HUM,472.67999267578125,472.67999267578125,472.67999267578125,-1.3941165699678308,51.0,0.8043107711840604,VHT,SPY,-3.4557028891925015,SP500,Healthcare
CBT,65.25,74.87000274658203,74.87000274658203,-1.4016871940399833,18.970001220703125,1.3816197706615896,VAW,MDYG,-3.0005761103878554,SP400,Basic Materials
CHRW,104.3499984741211,112.1500015258789,112.1500015258789,-1.40916831387341,17.669998168945312,1.084487639377376,VIS,SPY,-4.796058856279677,SP500,Industrials
SANM,43.36000061035156,43.630001068115234,44.2599983215332,-1.410872803715737,7.909999847412109,1.3765071656272274,VGT,SLY,-4.675845515129833,SP600,Technology
JNJ,173.64999389648438,185.94000244140625,186.69000244140625,-1.4111857675339647,19.310012817382812,1.0267961126808973,VHT,SPY,-3.4557028891925015,SP500,Healthcare
COST,393.44000244140625,612.27001953125,612.27001953125,-1.4129028072849938,161.83001708984375,1.3513546780362868,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
GD,197.50999450683594,254.99000549316406,254.99000549316406,-1.4876540399679754,38.8800048828125,1.1343899447020502,VIS,SPY,-4.796058856279677,SP500,Industrials
WIRE,84.01000213623047,151.63999938964844,151.63999938964844,-1.4942422844186392,43.41999816894531,1.4396079086043296,VIS,SLY,-4.796058856279677,SP600,Industrials
BKR,26.56999969482422,39.779998779296875,39.779998779296875,-1.4974515215529436,9.809999465942383,1.2748277269233117,VDE,SPY,0.398770805657576,SP500,Energy
ADM,69.30000305175781,98.87999725341797,98.87999725341797,-1.5054770859451176,19.169998168945312,1.2189537491905131,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
AMCR,12.760000228881836,12.920000076293945,13.369999885559082,-1.5518868582322567,2.119999885559082,1.5142420043594214,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
EA,147.75999450683594,147.75999450683594,147.75999450683594,-1.5532039481837832,33.54999542236328,1.0303401062945476,VOX,SPY,-9.214648609430018,SP500,Communication Services
VG,15.720000267028809,20.920000076293945,20.920000076293945,-1.5625,4.6399993896484375,1.2336777127532823,VOX,SLY,-9.214648609430018,SP600,Communication Services
CPB,50.52000045776367,50.52000045776367,51.939998626708984,-1.5825627510166647,7.569999694824219,1.354465734242303,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
CHEF,35.56999969482422,37.849998474121094,39.029998779296875,-1.605666559852132,8.469999313354492,0.4077187420199505,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
LMT,396.989990234375,479.989990234375,479.989990234375,-1.6140941876350923,62.010009765625,0.8969335247476765,VIS,SPY,-4.796058856279677,SP500,Industrials
WM,144.5399932861328,168.0399932861328,170.17999267578125,-1.6232014594603292,31.289993286132812,0.973089212102472,VIS,SPY,-4.796058856279677,SP500,Industrials
CNP,26.18000030517578,33.0,33.0,-1.6325408249228692,5.470001220703125,0.9115681890880121,VPU,SPY,-2.1994881217580775,SP500,Utilities
CI,269.9700012207031,269.9700012207031,271.7099914550781,-1.6465503132224506,33.46998596191406,1.0525425085710283,VHT,SPY,-3.4557028891925015,SP500,Healthcare
AN,106.98999786376953,133.47999572753906,133.47999572753906,-1.6546519160779414,23.860000610351562,0.8747256203830168,VCR,MDYG,-4.922557664121128,SP400,Consumer Cyclical
AIZ,163.83999633789062,194.1199951171875,194.1199951171875,-1.6565298539291722,22.360000610351562,1.396597963723081,VFH,SPY,-5.109939700201536,SP500,Financial Services
NBR,133.61000061035156,207.6699981689453,207.6699981689453,-1.6565817137323113,75.3600082397461,0.655739379116472,VDE,SLY,0.398770805657576,SP600,Energy
ABBV,118.27999877929688,175.91000366210938,175.91000366210938,-1.6585870990902756,23.930007934570312,0.8915064382450278,VHT,SPY,-3.4557028891925015,SP500,Healthcare
CALM,43.2400016784668,59.95000076293945,59.95000076293945,-1.6603934652193661,11.69000244140625,1.1559462944834122,VDC,SLY,-2.069744979067942,SP600,Consumer Defensive
BCOR,18.829999923706055,21.399999618530273,21.399999618530273,-1.6725038994590111,5.710000038146973,0.9426676055542137,VFH,SLY,-5.109939700201536,SP600,Financial Services
WWE,68.72000122070312,68.72000122070312,68.72000122070312,-1.6935481570457918,13.640003204345703,1.2841497201349648,VOX,MDYG,-9.214648609430018,SP400,Communication Services
RSG,113.27999877929688,145.97999572753906,145.97999572753906,-1.6943258193842243,18.67999267578125,1.1747092178285048,VIS,SPY,-4.796058856279677,SP500,Industrials
ORLY,568.6300048828125,748.6799926757812,748.6799926757812,-1.7165243570827033,159.5899658203125,1.1178221363200493,VCR,SPY,-4.922557664121128,SP500,Consumer Cyclical
CHD,90.23999786376953,105.1500015258789,105.27999877929688,-1.721731474706143,24.94000244140625,1.1477898869928662,VDC,SPY,-2.069744979067942,SP500,Consumer Defensive
SO,66.93000030517578,77.23999786376953,77.23999786376953,-1.7341431581710403,11.510002136230469,1.2180902135437524,VPU,SPY,-2.1994881217580775,SP500,Utilities
HII,224.1300048828125,228.66000366210938,228.66000366210938,-1.7429790622670318,30.6199951171875,1.1761229520784486,VIS,SPY,-4.796058856279677,SP500,Industrials
RTX,89.9800033569336,106.0199966430664,106.0199966430664,-1.7436288247068916,13.339996337890625,0.7295196470591813,VIS,SPY,-4.796058856279677,SP500,Industrials
COHR,270.989990234375,275.7900085449219,278.3399963378906,-1.7478426675520444,19.66998291015625,1.2986668793612073,VGT,MDYG,-4.675845515129833,SP400,Technology
PAYX,105.16999816894531,141.9199981689453,141.9199981689453,-1.7680455990619068,22.720001220703125,1.0195454141006115,VIS,SPY,-4.796058856279677,SP500,Industrials
OI,17.940000534057617,17.940000534057617,17.940000534057617,-1.768946429777057,5.410000801086426,0.9860920667703893,VCR,SLY,-4.922557664121128,SP600,Consumer Cyclical
OLN,51.040000915527344,64.76000213623047,65.54000091552734,-1.7791105177560733,20.009998321533203,1.1633067471898948,VAW,MDYG,-3.0005761103878554,SP400,Basic Materials
ATNI,48.25,48.25,48.25,-1.779121546285374,6.6100006103515625,1.092886098718749,VOX,SLY,-9.214648609430018,SP600,Communication Services
CC,38.869998931884766,38.869998931884766,43.060001373291016,-1.7793308078882373,14.881998062133789,1.1823950035153585,VAW,MDYG,-3.0005761103878554,SP400,Basic Materials
