,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,200tdSDev,50tdMA-TP,50tdBOLU,200td_lower,200td_upper,50tdBOLD,200tdSMA,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
TMO,TMO,0.09777607805293712,0.001111169106811083,1.1075726332015072,2022-10-21,565.148567385464,84,0.001111169106811083,1.1075726332015072,3173.2357061323532,2233.19773161949,False,724.4730524742494,592.2263609400864,41.32561036298169,543.8525986735026,582.661742702656,498.05341733555997,663.3558587874868,505.0434546443491,580.7046380615234,27115600.0,11681396.096944988,0.43079983835670194,0.18030673783472695,2.389260898012488,27115600.0,11681396.096944988,0.43079983835670194,0.09015336891736347,4.778521796024976,597.6400146484375,2022-07-28,SPY,672.3400268554688,672.3400268554688,535.4099731445312,SP500,Healthcare,VHT,0.5879122864253528,0.8212,0.8194683425122471,1.646,1880434.0055628533,-414265.9944371465,71.249,1.2,0.002,-0.085,-0.09,12753000448,0.29783002,1663113600,error,24.46484,5559750144,0.46581,19638000000,0.90986997,,Diagnostics & Research,1655164800,0.3,834019200,3:2,234254778368,1466168.0111257068,8837000192,0.22763,0.0596,3.08,5.538474,5.470686,0.17372999,0.876,0.07698,0.18783002,0.183,108.957,105.17001342773438,-0.8288482626281444,1.3643423211150998,2.7286846422301996,-5.692914724977609,-0.18053165748775288,391462016,Thermo Fisher Scientific Inc,2.2,0.05306122448979592,0.5866370890804414,,1888000000,4.816,30260000768,42820001792,1.12,0.0018740379,error,31.847256,0.8876177457769148,5.30961051528488,3.7366937903801025
RGP,RGP,0.0768539902184346,0.0009620705212318725,1.0924992249679184,2022-10-14,18.609696845974504,77,0.0009620705212318725,1.0924992249679184,4.263065921685762,5.209401689588958,False,25.186031280862014,19.005677741065693,1.1836719269228249,19.078266626993816,21.60746523475278,15.283283325300165,20.017971032991465,16.549068019234852,17.650627179145815,5086200.0,865836.289497708,0.17023245045371946,0.09430407587049339,1.8051441454926886,5086200.0,865836.289497708,0.17023245045371946,0.04715203793524669,3.6102882909853773,20.25,2022-07-28,SLY,21.6200008392334,20.15999984741211,16.5,SP600,Industrials,VIS,0.44603024619697057,0.790549,0.0909078298503943,2.482,25826.91446049702,-258273.085539503,20.283,0.56,0.026099999,-0.139,-0.117,92920000,0.115430005,1652140800,error,10.170616,47875124,0.39334,316642000,0.82207,,Consulting Services,1652140800,0.14,1109721600,2:1,717997888,-232446.171079006,49444000,0.104890004,0.26540002,1.3,1.9128264,0.8919029,0.083450004,2.353,0.095769994,0.19138001,0.259,24.429,4.070001602172852,0.6068791992700528,1.3250409842962474,2.650081968592495,-3.805182142536943,-0.9090921701496057,33104800,"Resources Connection, Inc.",1.79,0.585784509224753,1.997345795622756e-09,,104224000,3.115,75545000,805017984,0.56,0.027654322,error,10.170616,1.38392265192556,0.21052177391040797,0.2572544044241461
ORLY,ORLY,0.07309901146347361,0.0008402425055658025,1.0803335676120298,2022-10-21,662.0371517540248,84,0.0008402425055658025,1.0803335676120298,4215.518575825378,5080.311031460559,False,846.2776767025804,680.8667402989164,34.17264966665257,637.4072668457031,701.8373073176963,589.768400312691,726.4589989793012,572.97722637371,658.1136996459961,9361600.0,2300881.481209415,0.24577865762363432,0.12591823450950265,1.9518909122338923,9361600.0,2300881.481209415,0.24577865762363432,0.06295911725475133,3.9037818244677847,707.010009765625,2022-07-28,SPY,748.6799926757812,748.6799926757812,621.72998046875,SP500,Consumer Cyclical,VCR,0.8706304877303164,0.99106,0.8805019081936017,0.748,750539.8265442261,-101860.17345577388,,,,0.054,-0.015,3248505088,0.23646,,error,19.176617,1843472256,0.52014,7019949000,0.90307,,Specialty Retail,,,1118880000,2:1,46243737600,648679.6530884523,2886450944,0.21191,0,2.17,,3.366165,0.1555,0.11,0.15152,,0.059,205.384,131.8599853515625,0.014713056970163776,1.311692779195469,2.623385558390938,-6.761631625124304,-0.11949809180639827,65725400,"O'Reilly Automotive, Inc.",1.53,0.5820408163265306,2.459204160659265e-09,,253904000,3.983,6694753792,13737810944,0,0,error,22.652609,0.9122952925405453,5.962459537486365,7.1856281541822735
LIN,LIN,0.07164208045201344,0.0014130816791984024,1.1387278840279573,2022-09-16,299.6080433309149,49,0.0014130816791984024,1.1387278840279573,760.1908489806581,702.8592137379977,False,349.47415710820155,291.70012150001605,18.25774967011025,298.942109375,337.82625976650445,274.32489204771895,347.35589072816,260.0579589834955,310.84039138793946,46832200.0,16918377.856832333,0.3612552444009108,0.08594059191003976,4.2035461517307535,46832200.0,16918377.856832333,0.3612552444009108,0.04297029595501988,8.407092303461507,296.92999267578125,2022-07-28,SPY,352.17999267578125,352.17999267578125,305.7099914550781,SP500,Basic Materials,VAW,0.6901594448108231,0.896551,0.9641530814886289,0.737,1871710.3770938753,-69589.62290612483,39.091,4.68,0.0155,-0.538,-0.558,10552000512,0.32334,1661990400,error,24.00636,6205624832,0.41676998,13250000000,0.82225,,Specialty Chemicals,1654128000,1.17,1071532800,2:1,151822942208,1802120.7541877504,9921999872,0.18541999,0.6464,,3.7935884,4.6522937,0.10880999,0.558,0.04662,0.083450004,0.115,64.165,72.8699951171875,-1.6368877010005847,0.9894589662114289,1.9789179324228579,-3.492526422880589,-0.03584691851137116,502724992,Linde plc,1.22,-0.533061224489796,4.7013173175846744e-08,,3655000064,7.334,16042999808,32633999360,4.46,0.015020376,error,43.768116,1.2208505833117158,2.5601686179634697,2.3670872969220453
PAYX,PAYX,0.07116528114639056,0.0008187528964058721,1.0782015772623281,2022-10-21,122.25139120506839,84,0.0008187528964058721,1.0782015772623281,144.13567793533252,158.78905484548426,False,153.95279561488093,124.53660621846502,6.643731411620899,119.0993332417806,127.08714385266542,110.4101871706547,136.9851128171383,111.11152263089578,123.69764999389649,31741700.0,7003808.029343029,0.2206500606250777,0.11613286314835145,1.899979511770178,31741700.0,7003808.029343029,0.2206500606250777,0.05806643157417572,3.799959023540356,128.27000427246094,2022-07-28,SPY,141.9199981689453,141.9199981689453,114.1500015258789,SP500,Industrials,VIS,0.29875310509539243,0.976585,0.8664616361529768,1.249,1069300.3051763887,-164799.69482361135,29.376,3.16,0.024600001,0.139,0.127,2031800064,0.44057,1660089600,error,29.022623,1577325056,0.70589995,3255400000,0.72236,,Staffing & Employment Services,1652227200,0.79,959040000,3:2,46168870912,904500.6103527774,1505500032,0.39898998,0.7214,2.27,14.965003,10.011248,0.30201,0.482,0.12194,0.46171,0.112,12.789,18.229995727539062,-0.7229834413222836,1.3250409842962474,2.650081968592495,-3.805182142536943,-0.13353836384702322,359907008,"Paychex, Inc.",5.4,-0.12249898938750632,0.20956133476189287,,1223900032,3.401,906300032,4611700224,2.77,0.021595072,error,33.40625,0.9848603878711827,1.123689663478696,1.2379281948739722
SCI,SCI,0.07041742989146742,0.000810431719965532,1.0773771491333515,2022-10-21,69.51958066726715,84,0.000810431719965532,1.0773771491333515,23.744486468720854,21.18508115908562,False,87.48472425102055,72.59314601511079,3.5324608460300584,69.16073348999024,73.50061728288462,59.4256589239372,73.55550230805743,64.82084969709585,66.49058061599732,17053500.0,5607536.282029878,0.3288202587169718,0.0791083723289021,4.156579753023662,17053500.0,5607536.282029878,0.3288202587169718,0.03955418616445105,8.313159506047324,74.20999908447266,2022-07-28,MDYG,72.06999969482422,72.06999969482422,62.84000015258789,SP400,Consumer Cyclical,VCR,0.36113491554458693,0.702426,0.9763018780598925,0.592,1017989.96825305,-24710.03174695005,218.534,1,0.0134000005,0.008,-0.041,1436120064,0.34377,1655164800,error,21.458212,699347392,0.31073,1303614000,0.87031996,,Personal Services,1655164800,0.25,841708800,2:1,11819482112,993279.9365061,955174976,0.2777,0.19450001,1.71,6.4311624,2.8292756,0.18996,0.52,0.04795,0.42988998,0.032,25.258,11.240001678466797,1.3923483428977916,1.311692779195469,2.623385558390938,-6.761631625124304,-0.023698121940107463,158736000,Service Corporation Internation,4.35,0.3551020408163265,0.00027400381346109843,,300556000,1.893,4026807040,4177564928,0.92,0.012397251,error,15.742071,0.9192146831237719,0.31996343837294344,0.2854747530042523
PBH,PBH,0.06645800814086981,0.0008359711075940357,1.0799094692018518,2022-10-14,56.293633108569914,77,0.0008359711075940357,1.0799094692018518,75.82148517728913,51.483632426453916,False,71.96063986434471,58.03429240166603,2.622616116485086,57.05126660664877,60.66221832425457,52.346867738801066,62.837332204741415,53.440314889042966,57.59209997177124,5145800.0,1191707.1238721274,0.23158830966460558,0.09820239281888385,2.3582756286980437,5145800.0,1191707.1238721274,0.23158830966460558,0.049101196409441925,4.7165512573960875,60.77000045776367,2022-07-28,SLY,63.83000183105469,63.83000183105469,53.880001068115234,SP600,error,error,0.6620855098667295,error,0.6403940979269082,error,196985.22452231694,-110614.77547768307,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,86370.44904463388,error,error,error,error,error,error,error,error,error,error,error,error,8.59000015258789,0.08963872286247061,error,error,error,-0.3596059020730919,error,error,error,0.5171570353406815,1.1880459769705165e-07,error,error,error,error,error,error,error,error,error,0.8060843376598328,1.247679522891999,0.8471882843284827
WAB,WAB,0.06480440206701261,0.0012822728845212072,1.1251243193919238,2022-09-16,88.39432756100014,49,0.0012822728845212072,1.1251243193919238,222.11036925000218,262.13346350290294,False,117.68435547860847,85.20548306478675,4.0048353999236355,86.82450831095377,95.52507984998905,82.40166567933974,98.42100727903428,78.1239367719185,90.41133647918701,19288800.0,7867973.287026758,0.40790372065793407,0.20888336947363909,1.9527821754589763,19288800.0,7867973.287026758,0.40790372065793407,0.10444168473681954,3.9055643509179525,93.77999877929688,2022-07-28,SPY,100.05000305175781,100.05000305175781,86.80999755859375,SP500,Industrials,VIS,0.6932389886830188,1.510429,0.8571414833051239,1.358,1218083.7619249115,-203016.2380750885,45.034,0.6,0.0064,0.356,0.33,1454000000,0.18361,1660262400,error,16.994545,816350016,0.31469,2430000000,0.93883,,Railroads,1652918400,0.15,1370995200,2:1,17072108544,1015067.523849823,942000000,0.12753999,0.1609,2.58,1.7012177,2.1558414,0.07513,0.649,0.034140002,0.05921,0.053,42.416,17.360000610351562,-0.3208529451835054,1.3250409842962474,2.650081968592495,-3.805182142536943,-0.14285851669487615,182648000,Westinghouse Air Brake Technolo,3.7,-0.32829729155851695,0.0007715890300489453,,488000000,2.672,4543000064,7919000064,0.51,0.00543826,error,29.485804,0.8258205728625949,2.3684194086280566,2.7951958510877293
EXLS,EXLS,0.06045435161131181,0.0006990233683057401,1.0663991397591253,2022-10-21,148.51019414890908,84,0.0006990233683057401,1.0663991397591253,173.3545059869766,142.2404852944789,False,196.17642730071597,154.14023796472094,9.912601317758313,143.1313996887207,156.64826359107207,115.15794754148533,154.8083528125186,129.61453578636934,134.98315017700196,4979700.0,1179996.8833776503,0.23696144012242712,0.08234982509660548,2.877497794858035,4979700.0,1179996.8833776503,0.23696144012242712,0.04117491254830274,5.75499558971607,163.52000427246094,2022-07-28,SLY,156.14999389648438,154.97999572753906,111.87000274658203,SP600,Technology,VGT,0.613985124639852,0.90166,0.9700234563613052,2.109,479288.5897881209,-14811.410211879125,52.909,,,0.309,0.279,217156000,0.1721,,error,26.683043,,0.3738,431359000,0.99049,,Information Technology Services,,,,,5604397568,464477.17957624176,,0.13430999,0,2.24,8.133816,4.441575,0.100509994,1.89,0.0861,0.17943001,0.261,37.74,30.600006103515625,2.2078433650709433,1.3915033326901634,2.7830066653803267,-5.325873217832434,-0.02997654363869485,33286200,"ExlService Holdings, Inc.",4.02,0.35346938775510206,0.0002923528704020092,,265244992,8.008,362772000,1261804032,0,0,error,42.517673,1.4440643338308459,1.0601424991289088,0.8698659587696341
MOH,MOH,0.050552389113833925,0.0017628416497346144,1.1759056885641685,2022-08-26,308.22288952988663,28,0.0017628416497346144,1.1759056885641685,1163.6394714577027,2217.727970477721,False,392.378687716587,285.3569904550841,20.146373681002448,286.9223329671224,320.68266759356004,262.31545202459176,342.90094674860154,253.1619983406847,302.60819938659665,7815600.0,2177620.414097838,0.27862485466219333,0.10134533098829734,2.7492618746725195,7815600.0,2177620.414097838,0.27862485466219333,0.05067266549414867,5.498523749345039,317.0899963378906,2022-07-28,SPY,350.19000244140625,350.19000244140625,273.010009765625,SP500,Healthcare,VHT,0.7240370657643511,0.799489,0.9251991782144501,1.43,408012.8375925725,-32987.1624074275,84.488,,,0.344,0.341,1312999936,0.04461,,error,16.66938,591000000,0.121929996,3280000000,1.0231,,Healthcare Plans,,,1306108800,3:2,19237165056,375025.675185145,1788999936,0.04087,0,1.11,6.7165375,0.6535473,0.02555,1.401,0.06509,0.28923,0.185,508.816,68.52999877929688,-0.3227787250661407,1.3643423211150998,2.7286846422301996,-5.692914724977609,-0.07480082178554989,58700000,Molina Healthcare Inc,2.89,0.02857142857142857,0.7696979437812898,,7879000064,135.845,2391000064,29435000832,0,0,error,26.995056,1.0825288380282387,3.669745135124762,6.99400169065729
PEP,PEP,0.04421732232723309,0.0005152235266667748,1.0485291343855465,2022-10-21,172.82195161755524,84,0.0005152235266667748,1.0485291343855465,87.89006680215881,111.3996105385412,False,193.69510695206736,171.22127726299018,5.253991208002734,166.66093353271484,175.26932388394246,156.79546759620158,177.8114324282125,158.0525431814872,167.30345001220704,84248200.0,12870284.518527195,0.15276628484082977,0.0771770422485444,1.9794265287966646,84248200.0,12870284.518527195,0.15276628484082977,0.0385885211242722,3.958853057593329,174.83999633789062,2022-07-28,SPY,177.6199951171875,177.6199951171875,158.66000366210938,SP500,Consumer Defensive,VDC,0.31719937991265823,0.565346,0.9287533584929103,0.831,2910898.7761884793,-223301.22381152058,210.34,4.6,0.026300002,-0.394,-0.394,14816000000,0.18099001,1661990400,error,24.132414,5905375232,0.53335,42429000000,0.73929,,Beverages—Non-Alcoholic,1654128000,1.15,833328000,2:1,241458806784,2687597.5523769585,11157000192,0.14975001,0.6589,3.3,13.023672,2.9495835,0.11282,0.595,0.082609996,0.54608,0.052,59.192,20.259994506835938,0.5241854884809668,0.9721424690703677,1.9442849381407354,-2.5845993360574546,-0.07124664150708972,1380080000,"Pepsico, Inc.",2.11,0.34463049014351776,0.0004154128599072567,,5692000256,4.124,39279001600,81862000640,4.375,0.02502288,error,26.3494,0.8797967971558542,0.5026885646480171,0.6371517551582053
DTE,DTE,0.0440043303712364,0.0012311468774939271,1.1198512305988184,2022-09-02,124.19906328086057,35,0.0012311468774939271,1.1198512305988184,142.78166687255523,175.76265447047555,False,146.77645160914835,123.96242033053714,7.880063699909393,126.20053344726563,135.88003066799408,106.78407544289362,138.3043302425312,116.52103622653716,122.54420284271241,16440500.0,4394901.788061181,0.2673216622402714,0.09850370217721675,2.713823504413432,16440500.0,4394901.788061181,0.2673216622402714,0.04925185108860838,5.427647008826864,129.2100067138672,2022-07-28,SPY,140.22999572753906,140.22999572753906,123.77021026611328,SP500,Utilities,VPU,0.0726010532138414,,0.8919570227409053,,1137780.3782082987,-137819.6217917013,223.546,3.54,0.0274,,,,0,1663286400,error,20.748407,,0,3336000000,0.74541,,Utilities—Regulated Electric,1655337600,0.885,1625097600,1175:1000,25244192768,999960.7564165974,,0,0.8214,5.46,2.9442337,,0,,,,,77.534,20.029998779296875,-0.8287659805924646,1.0290792231597972,2.0581584463195943,-0.9313322031385586,-0.10804297725909479,193739008,DTE Energy Company,2.35,-0.3135974128320162,0.0013171449456716765,,67000000,0.346,19178000384,,0,0,error,29.084822,0.7279876958139277,1.1050356741234617,1.3602867064290014
CTAS,CTAS,0.041570169689461776,0.0005290925581815653,1.049867160862914,2022-10-14,400.44607737897354,77,0.0005290925581815653,1.049867160862914,2736.575589991047,2412.2934364540974,False,501.01824414704856,385.4047444470156,26.675263990240875,379.60860046386716,411.3147772519228,347.73435391649093,454.4354098774544,347.9024236758115,401.08488189697266,9211400.0,2814496.4005417046,0.30554491179860876,0.14527995389688877,2.1031457100782585,9211400.0,2814496.4005417046,0.30554491179860876,0.07263997694844439,4.206291420156517,420.0199890136719,2022-07-28,SPY,461.44000244140625,461.44000244140625,396.3800048828125,SP500,Industrials,VIS,0.464745909255306,1.437633,0.9279932372435937,1.837,412028.9973361556,-31971.002663844367,91.591,4,0.0094,0.141,0.1,1881284992,0.23952,1660262400,error,31.171429,1102547968,0.46243998,3632246000,0.67070997,,Specialty Business Services,1652400000,0.95,952473600,3:2,43054481408,380057.99467231124,1537624960,0.20275,0.32619998,3.06,13.081936,5.4815335,0.15732999,0.781,0.12149999,0.35327,0.13,76.13,77.1400146484375,-0.7674362390830645,1.3250409842962474,2.650081968592495,-3.805182142536943,-0.07200676275640623,101188000,Cintas Corporation,2.24,0.29959183673469386,0.002141284457877706,,90471000,0.894,3030009088,7854458880,3.8,0.009047189,error,36.522747,0.9954089631005884,6.515346082497921,5.743282461672499
CC,CC,0.041077545828824856,0.0004793562655691641,1.0450766268077814,2022-10-21,28.6096271408231,84,0.0004793562655691641,1.0450766268077814,68.93738453083459,55.910384713291535,False,47.59708675399064,28.03144722352555,4.241538742752316,36.08871996561686,46.40880195112216,24.440796101150035,41.406951072159295,25.768637980111563,32.923873586654665,26102800.0,8038613.009163709,0.30795979776743143,0.17034978623475683,1.8078085366249654,26102800.0,8038613.009163709,0.30795979776743143,0.08517489311737841,3.615617073249931,34.900001525878906,2022-07-28,MDYG,44.946998596191406,44.0,38.869998931884766,SP400,Basic Materials,VAW,0.5408017674254959,1.859514,0.9810134528281843,1.912,1465143.5917988932,-28356.408201106744,338.817,1,0.0287,1.509,1.438,1179000064,0.17668,1660262400,error,6.021997,265750000,0.23527999,1381000000,0.77712,,Specialty Chemicals,1652400000,0.25,,,5533141504,1436787.1835977864,783000000,0.13053,0.2242,0.49,4.787463,0.8291835,0.11179,1.21,0.07409,0.73898005,0.228,40.812,16.076997756958008,-1.4378924037875533,0.9894589662114289,1.9789179324228579,-3.492526422880589,-0.018986547171815697,155468992,Chemours Company (The),2.6,-0.35212430052422394,0.00031154530769571796,,1144999936,7.365,3953999872,6672999936,1,0.028653294,error,7.9798207,0.9158060374652474,1.9752831380169547,1.602016683920002
PGR,PGR,0.040759821206586375,0.001904241422205244,1.1912743542604318,2022-08-19,109.24141688805224,21,0.001904241422205244,1.1912743542604318,80.86994665174846,56.986991320260834,True,129.7604591850066,108.89742906804194,8.792693267245015,114.87492513020834,121.67580488928493,88.9009510509592,124.07172411993925,108.07404537113175,106.48633758544922,61653400.0,6883310.179361935,0.11164526497098189,0.06141139360788418,1.817989438309189,61653400.0,6883310.179361935,0.11164526497098189,0.03070569680394209,3.635978876618378,114.19000244140625,2022-07-28,SPY,121.36000061035156,120.37999725341797,107.58999633789062,SP500,Financial Services,VFH,0.00024735340551432445,0.494252,0.829582419523396,0.395,1724618.891947188,-354281.1080528121,40.801,0.4,0.0034999999,,,1896000000,0.03976,1657065600,error,18.708942,,0.03815,4681400000,0.86000997,,Insurance—Property & Casualty,1657065600,0.1,1147996800,4:1,67298590720,1370337.783894376,,0.0324,1.3571,0.8,4.2995405,1.4112625,0.017860001,0.297,0.01352,0.049629997,-0.032,81.614,13.599998474121094,-0.4970579144037936,0.9227572161466506,1.8455144322933013,-5.307452568303899,-0.17041758047660402,584899968,Progressive Corporation (The),1.87,-0.031033077311501598,0.7505792134568905,,4611800064,7.885,6386500096,47686799360,1.7,0.014887468,error,82.185715,1.1210791733267726,0.7082051398785534,0.4990541212178561
ACM,ACM,0.0397066721866309,0.00046366254631635684,1.0435695208760922,2022-10-21,64.35651020172598,84,0.00046366254631635684,1.0435695208760922,104.2254661376219,77.90810845361247,False,86.49103354215819,64.1268316376469,4.323105004651631,66.73593299865723,72.2365756077544,62.255968125614956,79.54838814422148,61.23529038956006,70.90217813491822,10569000.0,3881068.0346379336,0.36721241693991236,0.12790939170891016,2.8708792375120984,10569000.0,3881068.0346379336,0.36721241693991236,0.06395469585445508,5.741758475024197,71.98999786376953,2022-07-28,MDYG,79.97000122070312,79.97000122070312,70.04000091552734,SP400,Industrials,VIS,0.6523608438227506,1.45009,0.856410657693963,1.078,412961.21914002893,-69238.78085997104,113.198,0.6,0.0091,0.096,0.056,847692032,0.06401,1656979200,error,16.390745,724124352,0.0626,798421000,0.89175004,,Engineering & Construction,1649116800,0.15,,,8992582656,343722.43828005786,831644032,0.05113,0.15,1.05,3.5449793,0.67906994,0.01592,0.921,0.036510002,0.11322,-0.016,92.482,11.569995880126953,-1.210891508586369,1.3250409842962474,2.650081968592495,-3.805182142536943,-0.143589342306037,141038000,AECOM,4.28,-0.17877551020408164,0.06696574668822954,,965070016,6.843,2999345920,13242498048,0.3,0.004584352,error,31.88,0.5613138376689323,1.4477770416781126,1.0822074005480886
DRE,DRE,0.035461634425179994,0.00041493547712856405,1.0389038284625525,2022-10-21,57.6097669466818,84,0.00041493547712856405,1.0389038284625525,29.744129281234844,50.09955178980559,False,70.56422575246508,58.86973073358979,3.5132802433945596,54.77479993184407,60.89601726032612,49.586120177273386,63.63924115085162,48.653582603362025,56.6126806640625,39705200.0,7673646.91973775,0.1932655400234163,0.09173063703036034,2.106881040839722,39705200.0,7673646.91973775,0.1932655400234163,0.04586531851518017,4.213762081679444,62.45000076293945,2022-07-28,SPY,66.22000122070312,66.22000122070312,51.52000045776367,SP500,Real Estate,VNQ,0.9559358656921522,0.668795,0.8970593185158591,1.275,1706117.1178853123,-195782.8821146877,58.908,1.12,0.0188,2.069,2.137,688286976,0.62123,1652400000,error,65.25,540115136,0.7424,805141000,0.98519,,REIT—Industrial,1652400000,0.28,872553600,2:1,23326156800,1510334.2357706246,634617984,0.33857,0.3978,7.39,3.6964285,21.053648,0.92283994,1.213,0.02358,0.17818001,-0.036,2.916,13.380001068115234,0.25336316285705407,0.6524136041658771,1.3048272083317543,-3.937679565845738,-0.10294068148414097,384820000,Duke Realty Corporation,1.47,0.683265306122449,2.5344269587147e-12,,9160000,0.024,3731564032,1107938944,1.095,0.018344782,error,22.315985,0.9999320400371037,0.47628709235959377,0.8022346065292099
AJG,AJG,0.034501595214695695,0.0004038882101435881,1.037848908120825,2022-10-21,163.64118915362025,84,0.0004038882101435881,1.037848908120825,186.1895387356387,159.8301051555501,False,198.85512233459667,165.81248441687055,7.456215119742142,161.92206736246746,173.39666141973456,148.4400759403253,178.26493641929386,150.44747330520036,163.35250617980958,13617400.0,4148925.9600367704,0.30467827632564004,0.14997994462442263,2.031460120142133,13617400.0,4148925.9600367704,0.30467827632564004,0.07498997231221131,4.062920240284266,176.05999755859375,2022-07-28,SPY,187.02000427246094,187.02000427246094,154.02999877929688,SP500,Financial Services,VFH,0.8231914593788923,0.671775,0.8687933380769054,1.053,750289.9267632155,-113310.0732367845,72.073,2.04,0.0116,0.068,0.148,2155000064,0.26128,1661990400,error,20.59724,915137472,0.39115003,2942300000,0.85387003,,Insurance Brokers,1654128000,0.51,979862400,2:1,37600071680,636979.8535264309,1920000000,0.19274999,0.43330002,2.26,4.1826935,4.558745,0.116809994,0.868,0.029409999,0.12645,0.13,39.98,28.55999755859375,0.003851028044972827,0.9227572161466506,1.8455144322933013,-5.307452568303899,-0.1312066619230946,210068000,Arthur J. Gallagher & Co.,2.21,0.5036734693877551,2.454803723400157e-07,,528600000,2.516,6517600256,8247900160,1.95,0.0110757705,error,39.77556,0.7284336051454497,1.0575345979638207,0.9078161272969332
LKFN,LKFN,0.03384286404933809,0.0003963022633495239,1.0371251281697338,2022-10-21,71.262327832621,84,0.0003963022633495239,1.0371251281697338,97.00220210064477,91.82600295273457,False,90.21780761048312,69.88462793652829,4.735243829701179,69.04726689656576,74.34128482258578,65.23926232533884,84.18023764414357,63.75324897054574,74.70974998474121,2508300.0,1153286.6940283687,0.45978818085092243,0.24389098270305454,1.8852200920061484,2508300.0,1153286.6940283687,0.45978818085092243,0.12194549135152727,3.7704401840122967,76.61000061035156,2022-07-28,SLY,85.70999908447266,85.70999908447266,77.05000305175781,SP600,error,error,0.9262748095387056,error,0.9305019191285419,error,143576.446121534,-10723.553878465995,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,132852.89224306802,error,error,error,error,error,error,error,error,error,error,error,error,12.739997863769531,-1.4631085176754657,error,error,error,-0.06949808087145816,error,error,error,-0.1453654674065075,0.13648821749271217,error,error,error,error,error,error,error,error,error,0.8745820127835039,1.2661819779118733,1.1986163976133295
VRTX,VRTX,0.033453446698809536,0.0011759070803736282,1.1141813214475433,2022-08-26,259.49357595302564,28,0.0011759070803736282,1.1141813214475433,1714.2872189400005,1914.305010933992,False,319.8113723070754,264.4528510433568,34.0062920023332,274.8895342000326,301.7600800063314,171.84721679184238,307.87238480117514,248.01898839373376,239.85980079650878,29439400.0,8249350.0535658,0.28021461217164073,0.13771156515566135,2.0347936054237854,29439400.0,8249350.0535658,0.28021461217164073,0.06885578257783068,4.069587210847571,280.82000732421875,2022-07-28,SPY,293.1700134277344,292.75,234.5800018310547,SP500,Healthcare,VHT,0.49913479953793927,0.494252,0.38945691212190414,4.752,505982.42022877786,-793217.5797712221,7.999,,,0.189,0.167,3061199872,0.38516998,,error,18.16127,1882163968,0.47709,3619100000,0.9414,,Biotechnology,,,967075200,2:1,71716544512,-287235.1595424442,2678700032,0.36848,0,2.54,6.5706725,9.023673,0.30841,4.372,0.13881,0.2465,0.216,30.97,53.66999816894531,0.40916727153111304,1.3643423211150998,2.7286846422301996,-5.692914724977609,-0.6105430878780959,255756000,Vertex Pharmaceuticals Incorpor,1.94,0.4899959575500253,5.191675410317728e-07,,8238099968,32.211,872499968,7947599872,0,0,error,29.610348,0.7997705431639258,6.104576505337037,6.816839829805448
