,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,50tdBOLU,200tdSDev,50tdMA-TP,200td_upper,50tdBOLD,200tdSMA,200td_lower,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
NSP,NSP,0.06339233494572509,0.0007985539212822523,1.0762014255645014,2022-10-28,89.90925081404497,77,0.0007985539212822523,1.0762014255645014,500.5589079139119,409.94815712536536,False,148.4173411289321,94.15598414041554,112.6380930984241,9.39771827388338,101.07266647338867,123.0427153716193,89.50723984835324,104.24727882385254,85.45184227608578,3012800.0,754932.1481981956,0.25057492969934797,0.1291976761123999,1.9394693251398099,3012800.0,754932.1481981956,0.25057492969934797,0.06459883805619995,3.8789386502796197,111.41999816894531,2022-08-11,MDYG,129.32000732421875,129.32000732421875,105.06999969482422,SP400,Industrials,VIS,0.8990365067683637,1.372924,0.3518487121886435,1.113,35747.82915836618,-65852.17084163381,1270.631,2.08,0.019,0.132,0.129,217684000,0.041350003,1654646400,error,20.672932,308412512,0.16231,820102000,0.90748,,Staffing & Employment Services,1654646400,0.52,1513641600,2:1,4213113856,-30104.34168326763,317031008,0.03569,0.53099996,1.49,123.99098,0.8003526,0.02508,0.994,0.063319996,2.4542,0.226,136.911,26.76000213623047,-1.100523822326355,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.6481512878113564,38308000,"Insperity, Inc.",5.72,0.6680278221265344,7.771806282038498e-12,,609264000,15.904,431519008,5264072192,1.8,0.016542597,error,32.44248,0.6784433406878593,4.492540981331898,3.6793050068423447
CEIX,CEIX,0.06204782851654666,0.000860355008562852,1.082332712245618,2022-10-21,59.46330305385629,70,0.000860355008562852,1.082332712245618,57.12187459050859,102.47240080863673,False,99.50368353158477,55.48686333092274,66.10387628294998,13.720267951698593,54.90203338623047,65.39393595260678,43.700190489510966,37.95340004920959,10.512864145812404,14877500.0,3473206.9053883185,0.23345366529244285,0.08610649272073814,2.711220233410078,14877500.0,3473206.9053883185,0.23345366529244285,0.04305324636036907,5.422440466820156,69.18000030517578,2022-08-11,SLY,59.380001068115234,59.380001068115234,23.489999771118164,SP600,Energy,VDE,0.8702951712065715,1.986275,0.6234939412950209,0.938,438815.0358834357,-264984.9641165643,66.387,,,28.5,29.271,399227008,0.25864,1660521600,error,3.14798,341820864,0.36146998,422536000,0.82705003,,Thermal Coal,,,,,2418074880,173830.07176687138,479521984,0.11201999,0,,3.031694,1.5665845,0.08123,0.713,0.040949997,0.18035,0.897,44.588,30.229999542236328,2.159775057785156,0.6991662699498066,1.3983325398996131,-1.7814892424201072,-0.3765060587049791,34867700,CONSOL Energy Inc.,2.55,0.46977139861120354,1.5083231753545796e-06,,261568992,7.502,529496992,1543533056,0,0,error,19.701704,1.454437092844076,0.8256992532310664,1.4812431390083436
PDFS,PDFS,0.057160423763029614,0.0006619626683823654,1.0627718176046945,2022-11-04,22.81032156785787,84,0.0006619626683823654,1.0627718176046945,23.17013096079048,15.760198504081014,False,36.885434702685714,22.59007733234189,28.513635966872307,3.448374091550511,23.325266647338868,33.20219818386396,18.13689732780543,26.30545000076294,19.408701817661917,3162300.0,1381143.5943593434,0.43675286796298374,0.1412477798028269,3.0921043047378407,3162300.0,1381143.5943593434,0.43675286796298374,0.07062388990141345,6.184208609475681,27.3799991607666,2022-08-11,SLY,33.779998779296875,33.779998779296875,23.5,SP600,error,error,0.9290489930085792,error,0.21463355632263048,error,24833.102466528348,-90866.89753347165,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,-66033.7950669433,error,error,error,error,error,error,error,error,error,error,error,error,9.649999618530273,-0.924352376052476,error,error,error,-0.7853664436773695,error,error,error,0.46876279938952414,1.5740574186685525e-06,error,error,error,error,error,error,error,error,error,1.1226783680788819,0.8462429390425792,0.5756098972663282
ANET,ANET,0.04758630666985047,0.0005535908227556341,1.0522347792473468,2022-11-04,106.19387099793056,84,0.0005535908227556341,1.0522347792473468,424.92153402838267,623.2831928083365,False,162.62165153845967,108.01588954603427,124.51170004103395,14.207754578788697,103.91378021240234,147.62318402330004,83.31586038377074,119.20767486572265,90.79216570814526,45893900.0,9746125.025240503,0.21236210095983352,0.1078240040031988,1.969525273366155,45893900.0,9746125.025240503,0.21236210095983352,0.0539120020015994,3.93905054673231,126.02999877929688,2022-08-11,SPY,148.57000732421875,148.57000732421875,96.0,SP500,Technology,VGT,0.9771386072741797,1.347702,0.10454365753681188,3.7,164290.35781909988,-1407209.6421809003,1.293,,,0.516,0.519,1193032960,0.34066,,error,28.316965,529020256,0.62775004,1880779000,0.67041,,Computer Hardware,,,1637193600,4:1,38984077312,-1242919.2843618004,816049984,0.32549998,0,1.7,9.642016,11.131587,0.29552,2.729,0.12915,0.26869,0.487,11.391,38.88500213623047,-0.38703915349728796,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.8954563424631882,307300000,"Arista Networks, Inc.",2.22,0.5487954724560283,1.8943686854942306e-08,,2901902080,9.537,51793000,3502113024,0,0,error,43.5945,1.0259695634959018,3.3715904002546506,4.945514550863616
ATO,ATO,0.04448848500567916,0.0005183161549631166,1.0488273520984264,2022-11-04,115.32978018702127,84,0.0005183161549631166,1.0488273520984264,101.68721069541238,122.11722478380027,False,129.705556982752,111.32350281174392,121.13419074278707,9.020509994895194,112.85333358764649,125.78897557908482,104.57247643250591,107.74795558929443,89.70693559950405,22161800.0,2825721.975134391,0.12750417272669146,0.07131952081950205,1.7877878491273589,22161800.0,2825721.975134391,0.12750417272669146,0.03565976040975102,3.5755756982547178,115.2699966430664,2022-08-11,SPY,122.95999908447266,122.95999908447266,104.98999786376953,SP500,Utilities,VPU,0.5561145953835428,0.494103,0.6647708800235818,1.007,1488222.5691087926,-750477.4308912075,85.892,2.72,0.0239,0.179,0.255,1433204992,0.3541,1660867200,error,19.358109,-3361884928,0.43673,1695754000,0.90953004,,Utilities—Regulated Gas,1653004800,0.68,769132800,3:2,16031623168,737745.138217585,1003532032,0.22558,0.48720002,2.79,1.7297069,3.9609506,0.18566999,0.268,0.02786,0.088190004,0.348,29.873,19.87999725341797,-0.2565395778733712,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.33522911997641824,139892000,Atmos Energy Corporation,7.55,0.3135974128320162,0.0013171449456716765,,497392992,3.556,7960593920,4047418112,2.665,0.023399772,error,20.95064,1.1718416850467075,0.8821654693917175,1.0594016512548041
AEE,AEE,0.04339600469667799,0.0005058515006839404,1.0476259154674106,2022-11-04,92.24711813919195,84,0.0005058515006839404,1.0476259154674106,35.07854289280411,39.28060352752967,False,105.8015656835705,91.45127210150038,95.97405858735158,4.245777122315017,89.04070083618164,96.71406412469595,82.1073430850117,88.22250988006591,79.73095563543588,22827900.0,3717102.6878910754,0.1628315652289994,0.0858793327889976,1.8960506555060297,22827900.0,3717102.6878910754,0.1628315652289994,0.0429396663944988,3.7921013110120594,94.02999877929688,2022-08-11,SPY,99.19999694824219,99.19999694824219,88.45999908447266,SP500,Utilities,VPU,0.6235731810461628,0.361935,0.5519467329862126,0.668,727962.5461355158,-590937.4538644842,145.979,2.36,0.025799999,0,0,2736000000,0.40921003,1654560000,error,21.02746,-1381750016,0.4635,2991000000,0.79769,,Utilities—Regulated Electric,1654560000,0.59,,,23728480256,137025.09227103158,2096999936,0.22540002,0.5744,,2.4032953,3.54898,0.15090999,0.281,0.026519999,0.104049996,0.224,25.945,14.1300048828125,-0.33757926360439905,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.4480532670137874,258227008,Ameren Corporation,1.95,0.1469987872650076,0.13213724987687653,,7000000,0.027,14611000320,6686000128,2.28,0.024972616,error,23.561537,0.869599297470102,0.3730569323428254,0.4177454433422614
PPL,PPL,0.038403325608797056,0.0004895258772812383,1.046054388629955,2022-10-28,27.428733536725804,77,0.0004895258772812383,1.046054388629955,18.384466359886297,38.84013729244972,False,33.843488333341654,27.932004397723443,30.31966322613001,1.2467527338572884,27.83086669921875,30.922557763399393,25.342070172307487,28.429052295684816,25.93554682797024,97455900.0,28879747.615010053,0.2963365749534923,0.0741354762758219,3.99723033883223,97455900.0,28879747.615010053,0.2963365749534923,0.03706773813791095,7.99446067766446,29.43000030517578,2022-08-11,SPY,30.719999313354492,30.719999313354492,30.719999313354492,SP500,Utilities,VPU,0.5192156010647279,0.774705,0.47115407540269855,0.618,4590501.272056032,-5152598.727943968,98.854,0.9,0.0306,5.48,5.263,2584999936,0.39923,1655424000,error,18.813665,-574875008,0.42903,2750000000,0.70517,,Utilities—Regulated Electric,1655424000,0.225,1433203200,10000:9314,22299045888,-562097.455887936,1728000000,0.22625,1.2632,,1.6076642,3.4438682,0.113199994,0.415,0.02481,0.05155,0.317,8.678,5.0,-0.7739994049072265,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.5288459245973015,736185024,PPL Corporation,2.56,0.23885530517092793,0.014567115769024605,,336000000,0.456,13713999872,6474999808,1.255,0.042643562,error,30.59596,0.9542776647685222,0.6246845453363133,1.3197464114745183
TWNK,TWNK,0.02504745637150646,0.0004418638505416794,1.0414797054946159,2022-10-07,21.06938822220002,56,0.0004418638505416794,1.0414797054946159,4.949874038417653,4.47317809023611,False,25.631207186500927,20.708619450239357,22.89004257629039,1.4924097692659657,21.087373313903807,23.669269545016917,19.284704051517224,20.684450006484987,17.699630467953057,17729700.0,6148593.954380578,0.34679627711583266,0.11043144954774696,3.1403760299812893,17729700.0,6148593.954380578,0.34679627711583266,0.05521572477387348,6.280752059962579,22.420000076293945,2022-08-11,SLY,24.270000457763672,24.270000457763672,17.229999542236328,SP600,Consumer Defensive,VDC,0.8107922550663833,,0.20512833052936344,2.254,129907.77172424586,-503392.22827575414,62.861,,,0.048,0.021,258184992,0.20528999,,error,19.963634,82838752,0.34800997,409983000,1.08234,,Packaged Foods,,,,,3036782592,-373484.4565515083,202892992,0.16577,0,,1.7023256,2.4146426,0.10158,1.918,0.037469998,0.074200004,0.168,9.306,3.8899993896484375,0.3830334202836017,0.1380630498283461,0.2761260996566922,-2.6008356844880565,-0.7948716694706366,138287008,"Hostess Brands, Inc.",6.22,0.6031880299366855,6.662018510021384e-10,,227748992,1.669,1106806016,1257652992,0,0,error,23.612902,0.5916617145373408,0.22077939436099564,0.1995173093226649
MOH,MOH,0.020646799299427577,0.0002433217799573395,1.022635256871357,2022-11-04,304.48132713967135,84,0.0002433217799573395,1.022635256871357,1043.4761321574374,1728.093884979274,False,393.17419219578096,285.28694605624736,335.9486922606658,20.330898748627522,291.0508664957682,345.3323967861955,246.15304073087069,304.6705992889404,264.00880179168536,7398500.0,1971824.2820297158,0.2665167644833028,0.050802457201574336,5.246139245308859,7398500.0,1971824.2820297158,0.2665167644833028,0.025401228600787168,10.492278490617718,328.3999938964844,2022-08-11,SPY,350.19000244140625,350.19000244140625,283.42999267578125,SP500,Healthcare,VHT,0.9615366313263247,0.799489,0.33412722690789376,1.43,78085.53292837477,-155614.46707162523,84.488,,,0.345,0.341,1312999936,0.04461,,error,16.686674,591000000,0.121929996,3280000000,1.02469,,Healthcare Plans,,,1306108800,3:2,19060285440,-77528.93414325046,1788999936,0.04087,0,1.15,6.7235055,0.6475381,0.02555,1.401,0.06509,0.28923,0.185,508.377,83.3800048828125,0.016670473128574965,0.7681507103776002,1.5363014207552004,-5.465067267166896,-0.6658727730921062,58100000,Molina Healthcare Inc,2.89,0.6353614249565328,7.611381748491069e-11,,7879000064,135.611,2391000064,29435000832,0,0,error,25.411308,1.0120487970371193,3.1774547854783264,5.262161745118637
LKFN,LKFN,0.014407768881554315,0.00017031168316505862,1.0157907169900255,2022-11-04,71.88894223378165,84,0.00017031168316505862,1.0157907169900255,90.87144499784125,76.67597910569418,False,90.39674444035245,71.26816395299682,77.62993441981837,4.732572586359743,69.96980016072591,84.1744951864524,62.30966590163345,74.70935001373292,65.24420484101343,2424200.0,905076.0295655939,0.3733503958277345,0.14072731150049744,2.6530059577412928,2424200.0,905076.0295655939,0.3733503958277345,0.07036365575024872,5.3060119154825856,78.9000015258789,2022-08-11,SLY,85.70999908447266,85.70999908447266,77.05000305175781,SP600,error,error,0.9732981361976657,error,0.9802639174015831,error,70873.08122813446,-1426.9187718655417,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,69446.16245626891,error,error,error,error,error,error,error,error,error,error,error,error,14.879997253417969,-0.7909945440589925,error,error,error,-0.019736082598416898,error,error,error,0.36846417525852665,0.00016141607510283536,error,error,error,error,error,error,error,error,error,0.829168948009831,1.1517293186367779,0.9718121371714391
HWKN,HWKN,0.014397296751118211,0,1,2022-08-12,40.87068510403442,0,0,1,23.795513728904936,21.31443431830337,False,50.923031310510396,38.37043491475727,41.04040298857862,3.570007782361912,36.674599965413414,45.78762489394746,32.30879694224821,38.647609329223634,31.50759376449981,781600.0,247383.90801570058,0.3165096059566282,0.1449779570297659,2.183156753213487,781600.0,247383.90801570058,0.3165096059566282,0.07248897851488295,4.366313506426974,43.16999816894531,2022-08-11,SLY,48.119998931884766,48.119998931884766,39.72999954223633,SP600,Basic Materials,VAW,0.9954644834314196,0.872711,0.6395335426979649,2.244,15988.338567449124,-9011.661432550876,45.095,0.56,0.014099999,0.164,0.165,95323000,0.12307,1654128000,error,21.79208,10635750,0.18917,146520000,0.67961,,Specialty Chemicals,error,,1614643200,2:1,929381056,6976.6771348982475,42837000,0.09192,0.2141,,3.234149,1.1999121,0.066539995,1.245,0.08558,0.18153,0.368,36.976,10.169998168945312,-0.6352019726902135,0.7764233197538011,1.5528466395076022,-3.703902780697754,-0.3604664573020351,21112700,"Hawkins, Inc.",4.09,0.20653061224489797,0.03431853449729907,,3496000,0.166,136456992,774540992,0.491,0.011373639,error,19.573143,0.5562708081101014,0.551204881588863,0.4937325740642741
DTE,DTE,0.0126513057559478,0.0005988433597752252,1.0566220765341805,2022-09-02,127.73586385206164,21,0.0005988433597752252,1.0566220765341805,172.63814257558082,232.59956280772204,False,146.66980844714254,124.42619031594721,135.32235019879528,7.813100968351542,126.05560012817382,139.0099054736904,116.78885005755238,123.3837035369873,107.75750160028421,17556700.0,5015806.694046951,0.2856918836710174,0.06812603489773907,4.193578623794217,17556700.0,5015806.694046951,0.2856918836710174,0.03406301744886953,8.387157247588434,133.3300018310547,2022-08-11,SPY,140.22999572753906,140.22999572753906,123.77021026611328,SP500,Utilities,VPU,0.6383424347151503,0.601057,0.6368425702101688,0.594,1124536.610477116,-641263.389522884,223.546,3.54,0.026600001,-0.793,-0.793,2601999872,0.14566,1663286400,error,21.482485,-1585124992,0.19112,3336000000,0.72603995,,Utilities—Regulated Electric,1655337600,0.885,1625097600,1175:1000,26136924160,483273.2209542319,2287000064,0.085710004,0.855,5.63,3.0484002,1.4631878,0.042659998,0.323,0.02104,0.074439995,0.63,92.554,19.770004272460938,-0.2144762423715719,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.3631574297898313,193736000,DTE Energy Company,2.91,0.1740196659203241,0.07477542742859539,,67000000,0.346,19178000384,17863000064,3.48,0.026100652,error,33.14742,0.7841612960306396,1.294818421995781,1.744540310608065
KLAC,KLAC,0.010592433697581439,0.00012544509265866033,1.0116070699896509,2022-11-04,327.1905172127962,84,0.00012544509265866033,1.0116070699896509,2569.2685964181405,2380.9721480272806,False,437.57638025609157,323.50844393391515,399.10022127315585,36.96911690350667,342.86179992675784,440.07008363001137,286.6233785803598,366.13184982299805,292.19361601598473,29484200.0,7077200.533279245,0.24003366322570208,0.13140530524593688,1.8266664559429882,29484200.0,7077200.533279245,0.24003366322570208,0.06570265262296844,3.6533329118859763,372.75,2022-08-11,SPY,457.1199951171875,457.1199951171875,359.69000244140625,SP500,Technology,VGT,0.6974615007923048,1.287356,0.11424664842192814,2.497,151239.71318094846,-1172560.2868190515,476.075,4.2,0.011,0.317,0.272,4004175616,0.43467999,1652400000,error,17.94727,,0.61002,5619442000,0.91940004,,Semiconductor Equipment & Materials,error,,948240000,2:1,57798307840,-1021320.573638103,,0.39668,0.1965,0.99,14.98251,6.274321,0.36060002,1.574,0.19974001,1.3915199,0.291,61.211,116.1300048828125,-1.3405664869546754,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.8857533515780719,151622000,KLA Corporation,4.88,0.2751020408163265,0.004817996177052449,,2708007936,18.27,6660718080,9211882496,3.75,0.010095571,error,21.636963,1.1917722586405657,6.8927393599413564,6.387584568818996
VPU,VPU,0.005437335766904294,7.042594503037236e-05,1.0064999926569431,2022-10-28,157.7597378150939,77,7.042594503037236e-05,1.0064999926569431,161.59674404914963,332.88685435943864,False,177.05019077526492,155.09771936898443,166.67983131245308,6.160728475006364,154.22806681315106,165.6104067638555,141.77630231384904,153.28894981384278,140.96749286383005,5086800.0,1465310.4395109196,0.28806134298791375,0.11402318272929385,2.5263401362143134,5086800.0,1465310.4395109196,0.28806134298791375,0.057011591364646924,5.052680272428627,164.14999389648438,2022-08-11,,167.47999572753906,167.47999572753906,149.33999633789062,,error,error,0.7655893337474802,,0.22771806047604298,error,44086.216508161924,-149513.78349183805,error,,,error,,error,error,,error,,error,error,error,error,,error,,,,,,-105427.56698367614,error,error,,,,,,error,error,error,error,error,25.370010375976562,0.3212451936638461,error,error,error,-0.772281939523957,error,Vanguard Utilities ETF,error,0.27439773622801417,0.004943530734075296,7776196096,error,error,error,error,4.349,0.026494062,error,error,1.0385578197212804,0.9844456293495517,2.0279431418642786
XEL,XEL,0.005039489536882658,0.00023940169061242855,1.022266600747595,2022-09-02,70.6766345903217,21,0.00023940169061242855,1.022266600747595,25.319303717780567,19.636540542713828,False,80.6845235564896,69.49495375263562,76.69709685415377,3.885834580970474,70.57428838094076,76.64702982249393,64.45147990772774,68.87536066055299,61.10369149861204,55671400.0,7286253.067784963,0.13087964498440785,0.07464271789686854,1.7534147827419693,55671400.0,7286253.067784963,0.13087964498440785,0.03732135894843427,3.5068295654839385,74.61000061035156,2022-08-11,SPY,76.62999725341797,76.62999725341797,72.94000244140625,SP500,Utilities,VPU,0.6458876781326286,0.357173,0.0827071119626447,0.995,159690.89177747437,-1771109.1082225256,158.537,1.95,0.026600001,0.04,0.055,4624999936,0.33043,1655164800,error,23.962145,-983249984,0.38786998,5205000000,0.77963996,,Utilities—Regulated Electric,error,,896745600,2:1,40917827584,-1611418.2164450511,3688000000,0.15689,0.6279,3.24,2.6960073,2.9233284,0.1166,0.474,0.023640001,0.10609999,0.116,25.825,12.260002136230469,-0.1933111504266175,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.9172928880373553,538675968,Xcel Energy Inc.,1.93,0.20179745296863877,0.03880351601970818,,430000000,0.786,25319999488,13996999680,1.802,0.024152258,error,25.978111,0.9270965473616087,0.3393553613544363,0.26318912186135823
CNC,CNC,0.004914659934177961,5.8366255828667946e-05,1.0053839806485392,2022-11-04,81.2459211274879,84,5.8366255828667946e-05,1.0053839806485392,99.87217830443048,99.88518173659436,False,107.41873399622848,83.72544119238616,97.4087373110583,5.600294995966369,86.43833379109701,93.43304001939856,75.46793027113571,82.23245002746582,71.03186003553307,53397300.0,6989767.93409065,0.13090114919837986,0.07080324931838324,1.848801438614102,53397300.0,6989767.93409065,0.13090114919837986,0.03540162465919162,3.697602877228204,94.01000213623047,2022-08-11,SPY,89.91999816894531,89.91999816894531,75.58999633789062,SP500,Healthcare,VHT,0.9009476677394941,0.47765,0.1467411360309819,1.114,276900.52369046287,-1610099.4763095372,83.68,,,,,5845000192,0.04488,,error,17.732111,3940124928,0.18634,19574000000,0.97103995,,Healthcare Plans,error,,1549497600,2:1,56389726208,-1333198.9526190744,6982000128,0.033010002,0,1.33,2.1306524,0.43296447,0.01428,1.01,0.03521,0.07041,0.158,223.251,20.75,1.281928372670369,0.7681507103776002,1.5363014207552004,-5.465067267166896,-0.8532588639690181,583502976,Centene Corporation,2.29,0.8133932895330419,7.969652109282382e-17,,15228999680,26.254,22228000768,130241003520,,,error,77.3739,0.7641867192485032,1.0623569411231912,1.0624952607899119
APH,APH,-0.0014599508363981387,-1.7392915444225387e-05,0.9984011174401792,2022-11-04,68.89854872014189,84,-1.7392915444225387e-05,0.9984011174401792,65.1591053272303,44.89971828137032,False,87.16925917146166,69.95826986656348,79.08077264692092,6.197914499541285,68.97374267578125,87.30439902166557,58.866712704641586,74.908570022583,62.51274102350044,38107200.0,9735096.619318958,0.25546606991117055,0.08655471645883647,2.951497969872787,38107200.0,9735096.619318958,0.25546606991117055,0.043277358229418236,5.902995939745574,77.88999938964844,2022-08-11,SPY,88.44999694824219,88.44999694824219,74.05999755859375,SP500,Technology,VGT,0.9502354612863461,1.257015,0.08333227369250919,2.445,114231.8807776916,-1256568.1192223085,74.326,0.8,0.010299999,0.279,0.278,2808999936,0.23538,1663545600,error,25.581667,1924737536,0.31522,3401800000,0.97723997,,Electronic Components,1655424000,0.2,1614902400,2:1,45650079744,-1142336.238444617,1724700032,0.202,0.2633,2.43,7.0674095,3.8252442,0.14997,1.514,0.10199001,0.28972,0.182,19.97,17.31999969482422,-0.9982675283360211,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.9166677263074908,594828032,Amphenol Corporation,2.23,0.38807202493968995,7.079873197863686e-05,,1334400000,2.243,4862300160,11933899776,0.745,0.00960299,error,27.118376,0.7469614827469961,0.8365529058649591,0.5764503611915226
EVRG,EVRG,-0.0018779225912059557,-8.950495126447411e-05,0.9917989892338391,2022-09-02,63.482907659684706,21,-8.950495126447411e-05,0.9917989892338391,43.64616063959304,45.78367314004982,False,75.40711693947104,63.924077630379664,71.2724984105116,2.735825021296695,65.740533396403,71.4821053839325,60.20856838229438,66.01045534133911,60.53880529874572,20371600.0,6825079.47926813,0.3350291326782447,0.14334627476632628,2.3372015298227127,20371600.0,6825079.47926813,0.3350291326782447,0.07167313738316314,4.674403059645425,69.33999633789062,2022-08-11,SPY,73.12999725341797,73.12999725341797,67.83000183105469,SP500,Utilities,VPU,0.5917963454975186,0.489629,0.1983454920332667,0.498,180494.3977502727,-729505.6022497274,128.042,2.29,0.033800002,0.039,0.05,2258400000,0.41752997,1652918400,error,18.087303,-696587520,0.48959,2656700000,0.85643995,,Utilities—Regulated Electric,1652918400,0.573,548640000,2:1,15692420096,-549011.2044994547,1716000000,0.23701,0.6293,3.89,1.6859835,2.9011686,0.15156001,0.106,0.02802,0.09101,0.17,23.543,10.96999740600586,-0.5533280546534624,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.8016545079667333,229478000,"Evergy, Inc.",1.87,0.19141144318492168,0.05025760766466215,,22400000,0.098,11921699840,5408999936,2.252,0.033200648,error,19.423296,0.6449745010801354,0.6294514413716912,0.6602779861271997
BKH,BKH,-0.0037640256852200116,-0.00026932997105066914,0.9755228505805091,2022-08-26,70.61866983808301,14,-0.00026932997105066914,0.9755228505805091,88.4936700780566,138.42477062064697,False,81.72631605039777,68.80555314111214,78.23762728390919,4.446854520989938,73.04119974772135,79.85652896156606,67.84477221153351,70.96281991958618,62.069110877606306,6608300.0,1692977.669997321,0.2561895903632282,0.12807493993553645,2.0003100566916157,6608300.0,1692977.669997321,0.2561895903632282,0.06403746996776823,4.000620113383231,75.93000030517578,2022-08-11,MDYG,80.94999694824219,80.94999694824219,71.81999969482422,SP400,Utilities,VPU,0.3618138542274786,0.485969,0.03546306516892842,,8904.775663917926,-242195.2243360821,150.446,2.38,0.032,0.29,0.327,691630016,0.30864,1660694400,error,17.342657,,0.33673,705478000,0.90941,,Utilities—Diversified,1652745600,0.595,889574400,3:2,4841944576,-233290.44867216417,,0.20101999,0.569,4,1.6794962,2.1607125,0.118769996,,,,0.273,34.924,11.580001831054688,-0.512089096555968,0.46803970155963065,0.9360794031192613,-1.0683039927748268,-0.9645369348310716,65079900,Black Hills Corporation,8.48,0.2001634654952085,0.040409969109653505,,16330000,0.252,4469770752,2240901888,2.38,0.031720646,error,18.014528,0.8975910567866445,1.1654638446251187,1.8230576855563534
PGR,PGR,-0.007116622070174694,-0.001019774820671282,0.9104036983161009,2022-08-19,113.84078316006875,7,-0.001019774820671282,0.9104036983161009,85.97139442832066,51.00420373438224,True,130.6108274940841,110.04170914179625,122.14933207807917,8.332881763179602,115.48803756713868,124.45268422643244,108.82674305619818,107.78692070007324,91.12115717371404,52519000.0,8669473.154328983,0.16507308125305095,0.09432166524123778,1.7501077915753378,52519000.0,8669473.154328983,0.16507308125305095,0.04716083262061889,3.5002155831506756,120.45999908447266,2022-08-11,SPY,122.23999786376953,121.36000061035156,107.58999633789062,SP500,Financial Services,VFH,0.006225037429486744,0.494252,0.10581852530618506,0.395,251498.88909521003,-2125201.11090479,40.801,0.4,0.0034999999,,,1896000000,0.03976,1657065600,error,26.187096,,0.03815,4681400000,0.86011004,,Insurance—Property & Casualty,error,,1390780800,1:1,71162388480,-1873702.22180958,,0.0324,1.3571,0.8,3.9438398,1.4922869,0.017860001,0.297,0.01352,0.049629997,-0.032,81.614,13.599998474121094,0.749264969462784,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.8941814746938149,584400000,Progressive Corporation (The),1.87,0.035102040816326535,0.71907980571153,,4611800064,7.885,6386500096,47686799360,4.9,0.040677406,error,17.699127,1.007306810752566,0.7136924712080827,0.42341195518867225
