,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,200tdSMA,50tdBOLD,50tdBOLU,200td_lower,200tdSDev,200td_upper,50tdMA-TP,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
OPCH,OPCH,0.13233661289708148,0.0017770527586398188,1.177441379142245,2022-10-06,28.647869459686653,70,0.0017770527586398188,1.177441379142245,16.61326436794159,14.595514348785418,False,48.47152487996812,28.56963656597264,27.00375,25.729758299461913,32.450775122372406,22.483921531650346,2.2599142341748273,31.523578468349655,29.09026671091716,18953400.0,6039349.886363001,0.31864203184457673,0.11815629863858694,2.6967841369102947,18953400.0,6039349.886363001,0.31864203184457673,0.05907814931929347,5.3935682738205895,33.15999984741211,2022-07-27,MDYG,31.079999923706055,30.700000762939453,22.690000534057617,SP400,Healthcare,VHT,0.9624505574887195,1.854733,0.7668390198008451,1.586,1317276.0682138917,-400523.9317861082,94.913,,,,,281059008,0.07818,,error,37.7,150870000,0.22670999,779606000,0.78019994,,Medical Care Facilities,error,,1580688000,1:4,6103159296,916752.1364277835,222870000,0.059520002,0,3.11,5.5613837,1.6975917,0.048130002,1.106,0.04847,0.1545,0.206,19.985,8.069999694824219,1.8599750792010596,1.336719993750928,2.673439987501856,-6.315260481113599,-0.23316098019915485,179875008,"Option Care Health, Inc.",6.35,0.30637265126817625,0.0017066215986768856,,147008000,0.816,1159617024,3595186944,,,error,75.23282,0.8740756616686195,0.5010031497101509,0.4401542344978174
DLTR,DLTR,0.1291821749705833,0.001447399231359725,1.142323623061833,2022-10-20,151.0687022301932,84,0.001447399231359725,1.142323623061833,447.3377179944913,406.222082711958,False,212.03566471770608,156.01661753117182,143.89575054168702,135.43192308017885,179.7652774406545,105.26995287954962,19.3128988310687,182.5215482038244,157.59860026041667,40413500.0,9390777.121010358,0.23236733074369598,0.13635017625443013,1.7041953089235276,40413500.0,9390777.121010358,0.23236733074369598,0.06817508812721507,3.408390617847055,161.1300048828125,2022-07-27,SPY,177.19000244140625,177.19000244140625,120.37000274658203,SP500,Consumer Defensive,VDC,0.3072344720209864,0.685398,0.8729935267151087,1.464,1966068.7215150963,-286031.27848490386,120.278,,,0.481,0.432,2793100032,0.10444,,error,17.43223,83287504,0.3037,7746100000,1.01425,,Discount Stores,,,1340755200,2:1,37182062592,1680037.4430301925,1413799936,0.07706,0,1.2,4.469191,1.3902903,0.055710003,0.284,0.05933,0.19035,0.065,118.376,27.909988403320312,0.3095668437474202,0.788938781080057,1.577877562160114,-2.6761738823394112,-0.12700647328489137,224556000,"Dollar Tree, Inc.",2.45,0.4360964022195225,7.932771394405927e-06,,1218499968,5.426,9912699904,26744100864,0,0,error,24.342772,0.7841082473093207,2.7762533633622954,2.521082792788329
TMO,TMO,0.11865182054795184,0.0013357035034526898,1.1306613494767666,2022-10-20,558.0325718807026,84,0.0013357035034526898,1.1306613494767666,3389.3150677792687,2177.7020689381316,False,719.7776500031283,590.071924191233,580.6085733032227,506.41958884583426,579.182142518098,497.9918286800808,41.30837231157093,663.2253179263645,542.8008656819661,25681600.0,10672470.471914694,0.4155687524108581,0.20724993173987802,2.005157487494103,25681600.0,10672470.471914694,0.4155687524108581,0.10362496586993901,4.010314974988206,581.9299926757812,2022-07-27,SPY,672.3400268554688,672.3400268554688,534.5,SP500,Healthcare,VHT,0.342886346026279,0.8212,0.8131810777567235,1.646,1027779.5641767229,-236120.43582327713,71.249,1.2,0.002,-0.085,-0.09,12753000448,0.29783002,1663113600,error,24.433363,5559750144,0.46581,19638000000,0.90897006,,Diagnostics & Research,1655164800,0.3,834019200,3:2,233953361920,791659.1283534458,8837000192,0.22763,0.0563,3.08,5.531348,5.463647,0.17372999,0.876,0.07698,0.18783002,0.183,108.957,87.52999877929688,-1.5239355368886853,1.336719993750928,2.673439987501856,-6.315260481113599,-0.18681892224327648,391462016,Thermo Fisher Scientific Inc,2.2,0.023673469387755105,0.8083300980714346,,1888000000,4.816,30260000768,42820001792,1.12,0.0019246301,error,31.143303,0.8420376981943917,5.824265994943493,3.742206272828122
KNSL,KNSL,0.11074085854298205,0.005013824161150815,1.584262985262696,2022-08-18,213.2009120282713,21,0.005013824161150815,1.584262985262696,2364.695402605655,2870.1407671330758,False,296.5618431748314,230.8833676937194,211.6974520111084,202.73993325300907,240.1332006988138,174.51933203692215,18.58905998709313,248.87557198529464,221.43656697591143,1847500.0,307764.36285964225,0.16658422888207972,0.0973586537163778,1.7110366929206695,1847500.0,307764.36285964225,0.16658422888207972,0.0486793268581889,3.422073385841339,235.85000610351562,2022-07-27,MDYG,245.1699981689453,245.1699981689453,225.6999969482422,SP400,Financial Services,VFH,0.19554975497392574,0.946914,0.8379753387827,0.235,88155.00563994005,-17044.994360059954,6.42,0.52,0.0023,-0.007,-0.009,190725504,0.27973,1653609600,error,28.752825,446931264,0.23712,164762000,0.85986,,Insurance—Property & Casualty,1653609600,0.13,,,5249597440,71110.0112798801,437648992,0.27608,0.0696,2.26,7.8871107,7.6994567,0.22348,0.137,0.06258,0.24318,0.304,30.016,43.3800048828125,-0.1957117109258264,0.7893453090832622,1.5786906181665243,-5.094686029161568,-0.16202466121729994,22908000,"Kinsale Capital Group, Inc.",9.04,0.3877551020408163,7.088146411042716e-05,,104983000,4.583,42727000,681814016,0.46,0.0019945367,error,34.668682,0.6798028684934658,10.026268142506554,12.169347860323388
PAYX,PAYX,0.1023243602878428,0.0011604466698267313,1.112599530002641,2022-10-20,123.40871696930677,84,0.0011604466698267313,1.112599530002641,133.66365119780662,155.6028974933055,False,153.21585144263156,123.9228709222116,123.64299995422363,111.32243488332107,126.57209819773361,110.34123730389925,6.650881325162185,136.944762604548,118.94726654052734,33985400.0,5334681.25395182,0.15696979449857348,0.08429273008509934,1.8621984878186009,33985400.0,5334681.25395182,0.15696979449857348,0.04214636504254967,3.7243969756372017,125.41000366210938,2022-07-27,SPY,141.9199981689453,141.9199981689453,113.91000366210938,SP500,Industrials,VIS,0.19565263239976127,0.980882,0.8609277211514494,1.272,1803643.5758122867,-291356.4241877135,26.951,3.16,0.026400002,0.227,0.229,1989900032,0.44252998,1652227200,error,33.144707,1524462464,0.7082,2785600000,0.71849,,Staffing & Employment Services,error,,959040000,3:2,46274301952,1512287.1516245732,1558000000,0.40026,0.70589995,2.36,14.834046,10.290954,0.30232,0.45,0.112770006,0.43415,0.148,12.473,16.979995727539062,-1.2673730523247193,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.13907227884855058,360756992,"Paychex, Inc.",3.59,-0.16986526528400878,0.08186757145412901,,1353500032,3.749,885600000,4496600064,2.6,0.020731999,error,36.440342,1.0175057569191723,1.065813310698363,1.2407534722074043
LIN,LIN,0.09440886739554087,0,1,2022-07-28,303.36023844670683,0,0,1,723.1840690341456,684.9535642965895,False,349.1043902818102,288.3260248669733,310.81380294799806,260.2968635419388,338.17638474907676,274.2498731379108,18.281964905043615,347.3777327580853,299.2366241455078,46842100.0,16086586.459875222,0.3434215472806561,0.08594059191003976,3.996034233044849,46842100.0,16086586.459875222,0.3434215472806561,0.04297029595501988,7.992068466089698,290.45001220703125,2022-07-27,SPY,352.17999267578125,352.17999267578125,305.7099914550781,SP500,Basic Materials,VAW,0.7297010474131048,0.90196,0.9501783804036773,0.845,3020807.106979371,-158392.89302062916,37.071,4.68,0.0152,0.235,0.198,10368000000,0.32644,1654128000,error,28.772287,6152500224,0.42423,13250000000,0.81134003,,Specialty Chemicals,error,,1071532800,2:1,152192958464,2862414.213958742,9616000000,0.1822,0.56060004,,3.4337091,4.7918186,0.12657,0.649,0.043119997,0.09017,0.134,61.904,72.8699951171875,-1.903663366004915,0.9035188094237426,1.8070376188474853,-3.5175753129383973,-0.049821619596322704,512555008,Linde plc,1.21,-0.5461224489795918,2.1924011534661882e-08,,4464000000,8.802,16455999488,31761000448,4.143,0.014264073,error,43.691875,1.235818631715489,2.4898744659671896,2.358249390633037
CHD,CHD,0.0915877177337523,0.0031346620303085437,1.3336744113824504,2022-08-25,92.22055231561929,28,0.0031346620303085437,1.3336744113824504,111.53874271959084,84.90731792211614,False,112.2356278222173,94.00157808229794,94.89219142913818,82.6732639586342,99.02073567515488,82.79799871350265,6.0470963578177646,106.98638414477371,90.84699981689454,24139100.0,3309103.63580572,0.13708479751961425,0.08215402183771045,1.6686316074752339,24139100.0,3309103.63580572,0.13708479751961425,0.041077010918855225,3.3372632149504677,94.45999908447266,2022-07-27,SPY,105.27999877929688,105.27999877929688,90.23999786376953,SP500,Consumer Defensive,VDC,0.5096137508323603,0.390804,0.7051283305293634,0.653,783397.5752181228,-327602.42478187726,75.823,1.05,0.0111,-0.057,-0.074,1170700032,0.22306,1652400000,error,28.297058,726987520,0.43158,2263500000,0.86275,,Household & Personal Products,1652400000,0.263,1472774400,2:1,23356997632,455795.15043624555,1046400000,0.18638,0.31190002,4.19,6.8613605,4.4503083,0.15456,0.311,0.0798,0.24529,0.047,21.488,16.160003662109375,-1.0779699394369735,0.788938781080057,1.577877562160114,-2.6761738823394112,-0.2948716694706366,242771008,"Church & Dwight Company, Inc.",2.62,0.30775510204081635,0.001612968327522895,,174400000,0.718,2580199936,5248399872,1.022,0.010819394,error,29.422018,0.824366241968061,1.1808039784104296,0.8988706197867539
FORR,FORR,0.08954308817972335,0.001021454939666766,1.0984783369544144,2022-10-20,49.984738943367205,84,0.001021454939666766,1.0984783369544144,47.378429757591036,44.67399162498413,False,63.87886243575617,46.949385699480224,53.3360001373291,43.3206352782082,52.808031408803515,45.123322714328495,4.106338711500303,61.54867756032971,48.06433334350586,702900.0,185722.33918810202,0.26422298931299193,0.1113072315066401,2.373816918600024,702900.0,185722.33918810202,0.26422298931299193,0.05565361575332005,4.747633837200048,50.15999984741211,2022-07-27,SLY,60.900001525878906,60.900001525878906,47.599998474121094,SP600,error,error,0.16143350101106618,error,0.8145161786511945,error,26471.775806163823,-6028.224193836177,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,20443.551612327647,error,error,error,error,error,error,error,error,error,error,error,error,10.270000457763672,-1.842259117850368,error,error,error,-0.18548382134880545,error,error,error,-0.24897959183673468,0.010732756195768127,error,error,error,error,error,error,error,error,error,0.7704729713855529,0.9445460506721954,0.8906298197943273
MOH,MOH,0.0876165360497995,0.0010003647674041716,1.096351178687956,2022-10-20,309.9214049131795,84,0.0010003647674041716,1.096351178687956,1120.5529528558359,2145.3941005856645,False,396.86518464511255,283.68998869573295,302.4183994293213,253.46860671237556,319.94339239244215,262.0423538677054,20.188022780807962,342.7944449909372,286.70599955240885,7793200.0,2149775.235409676,0.2758526966342037,0.10134533098829734,2.7219082906350884,7793200.0,2149775.235409676,0.2758526966342037,0.05067266549414867,5.443816581270177,305.8500061035156,2022-07-27,SPY,350.19000244140625,350.19000244140625,273.010009765625,SP500,Healthcare,VHT,0.7081781792785249,0.783333,0.5621986451975507,1.441,219763.45040772256,-171136.54959227744,85.576,,,0.129,0.132,1212000000,0.04296,,error,18.762722,1012124992,0.12116,3280000000,0.96699,,Healthcare Plans,error,,1306108800,3:2,18518054912,48626.900815445115,1914000000,0.03952,0,0.87,7.303865,0.6564126,0.024419999,1.413,0.062470004,0.27793,0.194,487.447,59.989990234375,-0.9308218941148222,1.336719993750928,2.673439987501856,-6.315260481113599,-0.4378013548024493,58400000,Molina Healthcare Inc,3.34,-0.03183673469387755,0.7442507590409662,,7792000000,132.743,2391000064,28210999296,,,error,31.58896,1.0560332448707443,3.663733629210987,7.0145301872564
WAB,WAB,0.08361572014649735,0.0016401872801250494,1.1627334029552512,2022-09-15,88.78309448375461,49,0.0016401872801250494,1.1627334029552512,212.57662933982482,244.1391480368039,False,116.14122146985646,83.77652128276945,90.3868868637085,78.17436957473926,95.19120100224642,82.38870941369431,3.9990887250070912,98.38506431372268,86.68278528849284,18509500.0,6576048.413876673,0.3552796355318444,0.19838406147719445,1.7908678393132207,18509500.0,6576048.413876673,0.3552796355318444,0.09919203073859723,3.5817356786264414,91.8499984741211,2022-07-27,SPY,100.05000305175781,100.05000305175781,86.80999755859375,SP500,Industrials,VIS,0.32949848555025124,1.510429,0.8399993896484375,1.358,1514014.8999023438,-288385.10009765625,45.034,0.6,0.0064,0.356,0.33,1454000000,0.18361,1660262400,error,17.050909,816350016,0.31469,2430000000,0.93827003,,Railroads,1652918400,0.15,1370995200,2:1,17128729600,1225629.7998046875,942000000,0.12753999,0.1609,2.58,1.7068598,2.1629915,0.07513,0.649,0.034140002,0.05921,0.053,42.416,17.360000610351562,-0.654378331817123,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.1600006103515625,182648000,Westinghouse Air Brake Technolo,3.7,-0.3544304092945183,0.0002828997919422276,,488000000,2.672,4543000064,7919000064,0.51,0.005552531,error,29.583595,0.8024155307780195,2.3143890350713363,2.658020164318136
SCI,SCI,0.08114090585577954,0.002790202455458912,1.2921935105282094,2022-08-25,68.68233874985407,28,0.002790202455458912,1.2921935105282094,22.343666912102574,20.28577578333345,False,87.3658594261523,72.85100665335901,66.428538646698,64.8701688965423,73.21729804274808,59.41841692837826,3.5050608591598738,73.43866036501775,69.04373346964519,16853200.0,5307560.913044084,0.3149289697531676,0.07256768652764518,4.339796193353816,16853200.0,5307560.913044084,0.3149289697531676,0.03628384326382259,8.679592386707633,73.7300033569336,2022-07-27,MDYG,72.06999969482422,72.06999969482422,58.619998931884766,SP400,Consumer Cyclical,VCR,0.24141802915619687,0.702426,0.8759139940635633,0.592,709753.1093897054,-100546.89061029465,218.534,1,0.0135,0.008,-0.041,1436120064,0.34377,1655164800,error,21.386168,699347392,0.31073,1303614000,0.87031,,Personal Services,1655164800,0.25,841708800,2:1,11779798016,609206.2187794107,955174976,0.2777,0.19450001,1.71,6.4095697,2.819776,0.18996,0.52,0.04795,0.42988998,0.032,25.258,10.880001068115234,1.6939347371277647,1.0910313956050626,2.182062791210125,-7.000751321498066,-0.12408600593643669,158736000,Service Corporation Internation,4.35,0.33877551020408164,0.0005177213294710512,,300556000,1.893,4026807040,4177564928,0.92,0.0124779595,error,15.689218,0.8977035660955455,0.3030471435615548,0.2751359671737458
DRE,DRE,0.07847256666372564,0.0008997587063870327,1.0862599780010853,2022-10-20,58.23372387214274,84,0.0008997587063870327,1.0862599780010853,29.726601378122904,50.72449128072846,False,70.50956207387323,59.192760878550956,56.55100896835327,48.83176723807495,60.38796593656698,49.51390594038666,3.518551513983309,63.58811199631989,54.609866587320965,39988600.0,7523966.129438422,0.18815277677734207,0.08917425540732322,2.109945027496024,39988600.0,7523966.129438422,0.18815277677734207,0.04458712770366161,4.219890054992048,60.060001373291016,2022-07-27,SPY,66.22000122070312,66.22000122070312,51.52000045776367,SP500,Real Estate,VNQ,0.8615126992940569,0.730392,0.7559075221597786,1.275,1042925.6083238466,-336774.39167615335,58.908,1.12,0.0209,2.069,2.137,688286976,0.62123,1652400000,error,86.73611,540115136,0.7424,805141000,0.98737997,,REIT—Industrial,error,,872553600,2:1,23784081408,706151.2166476932,634617984,0.33857,0.3978,11.17,3.9957771,21.46696,0.92283994,1.213,0.02358,0.17818001,-0.036,2.916,11.35000228881836,-0.3330394728660806,0.4341618999864927,0.8683237999729854,-4.501059798051337,-0.2440924778402213,380849984,Duke Realty Corporation,2.48,0.6489795918367347,2.9296972966094535e-11,,9160000,0.024,3731564032,1107938944,1.045,0.017399266,error,25.636288,1.0229309773369009,0.4949483965770016,0.8445636050765376
DTE,DTE,0.07085439919906115,0.0019578235748494155,1.1971499345317753,2022-09-01,123.57592320024298,35,0.0019578235748494155,1.1971499345317753,145.7897541323429,179.16614563397394,False,147.60724490692377,122.72053296225003,122.45477863311767,116.51296571938008,135.97156776857565,106.6438226233677,7.905478004874987,138.26573464286764,126.24226674397786,15964000.0,3735543.48930774,0.23399796349960786,0.09850370217721675,2.3755245572255257,15964000.0,3735543.48930774,0.23399796349960786,0.04925185108860838,4.751049114451051,126.63999938964844,2022-07-27,SPY,140.22999572753906,140.22999572753906,123.77021026611328,SP500,Utilities,VPU,0.08106964568145048,0.662745,0.8415297129182613,0.636,594709.0481193352,-111990.95188066471,209.789,3.54,0.0273,-0.008,-0.008,2692999936,0.16872999,1655424000,error,21.826014,-1625250048,0.2193,3336000000,0.72998,,Utilities—Regulated Electric,error,,1625097600,1175:1000,25031467008,482718.0962386705,2817999872,0.10293999,0.8214,6.19,2.921849,1.5683876,0.05664,0.345,0.02359,0.07998,0.278,82.802,20.029998779296875,-1.2136897171143746,0.9773205895320964,1.9546411790641929,-1.575715646355189,-0.15847028708173866,193727008,DTE Energy Company,3.12,-0.35279708943601823,0.0003018059150592912,,150000000,0.774,18602000384,15960000512,4.08,0.03221731,error,28.617943,0.7091827109182097,1.1512141095624464,1.414767423385024
PEP,PEP,0.06919022945057306,0.000796764475143874,1.0760244073236722,2022-10-20,172.8850873887489,84,0.000796764475143874,1.0760244073236722,81.95578477454968,101.86744961361158,False,195.74551055152858,172.67065152671498,167.2104500579834,157.98345181411366,175.392282031915,156.64155592876767,5.2844470646078605,177.77934418719911,166.68786692301433,84767600.0,11091937.269255862,0.13085114205493445,0.07573585417162357,1.7277304585278088,84767600.0,11091937.269255862,0.13085114205493445,0.037867927085811784,3.4554609170556176,171.58999633789062,2022-07-27,SPY,177.6199951171875,177.6199951171875,158.66000366210938,SP500,Consumer Defensive,VDC,0.17594754924472467,0.565346,0.8754322884492526,0.831,3921061.2199642025,-557938.7800357974,210.34,4.6,0.026800001,-0.394,-0.394,14816000000,0.18099001,1661990400,error,24.115862,5905375232,0.53335,42429000000,0.73917,,Beverages—Non-Alcoholic,1654128000,1.15,833328000,2:1,241293180928,3363122.439928405,11157000192,0.14975001,0.6589,3.3,13.014738,2.9475603,0.11282,0.595,0.082609996,0.54608,0.052,59.192,18.460006713867188,0.04712864576229857,0.788938781080057,1.577877562160114,-2.6761738823394112,-0.12456771155074736,1380080000,"Pepsico, Inc.",2.11,0.2645978170770137,0.006722060443479806,,5692000256,4.124,39279001600,81862000640,4.375,0.025496824,error,26.331326,0.8919598983570011,0.47762565722750205,0.5936677649495185
CTAS,CTAS,0.06831854462461737,0.001889953968031044,1.189712478463785,2022-09-01,398.5758728872436,35,0.001889953968031044,1.189712478463785,2613.4825654066467,1906.2485995907175,False,500.01838423929394,387.13948077507246,400.9819696044922,348.84863997313465,408.75269425538096,347.69891184297376,26.64152888075921,454.2650273660106,378.8006671142578,9013400.0,2519731.776625874,0.27955397259922715,0.16551690863277627,1.688975313207782,9013400.0,2519731.776625874,0.27955397259922715,0.08275845431638813,3.377950626415564,409.2300109863281,2022-07-27,SPY,461.44000244140625,461.44000244140625,395.8500061035156,SP500,Industrials,VIS,0.4129805240888325,1.517647,0.8312405381062798,1.024,392428.6580399747,-79671.3419600253,93.543,3.8,0.0101,0.253,0.221,1831447040,0.24049,1652400000,error,35.0601,1071163136,0.46550998,3314651000,0.67496,,Specialty Business Services,error,,952473600,3:2,43540951040,312757.3160799494,1442979968,0.20281,0.3186,2.71,12.21983,5.717461,0.15876001,0.44,0.11689,0.34007,0.103,73.32,67.52001953125,-1.3483405167738156,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.16875946189372018,103664000,Cintas Corporation,2.07,0.2636734693877551,0.00689550581857015,,84136000,0.822,3081231104,7615434752,3.4,0.008308286,error,39.24687,0.9799037423675443,6.386341410073075,4.658134908034404
PBH,PBH,0.06702238806849825,0.0009271717633401177,1.0890004779818592,2022-10-06,56.558430306788836,70,0.0009271717633401177,1.0890004779818592,73.5010603265314,51.01583789283674,False,72.61687922607523,57.37521918717242,57.57669996261597,53.51178725439405,60.44647924544317,52.35092687093257,2.612886545841701,62.80247305429937,56.97913324991861,5038900.0,1142023.3644096816,0.2266414027683982,0.10237334319387278,2.21387126470207,5038900.0,1142023.3644096816,0.2266414027683982,0.05118667159693639,4.42774252940414,60.40999984741211,2022-07-27,SLY,63.83000183105469,63.83000183105469,53.880001068115234,SP600,error,error,0.6011170013799557,error,0.8436010731770814,error,238064.22285057238,-44135.77714942762,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,193928.44570114475,error,error,error,error,error,error,error,error,error,error,error,error,7.8600006103515625,-0.03944086054904458,error,error,error,-0.15639892682291856,error,error,error,0.4730393735580642,1.2751291390238074e-06,error,error,error,error,error,error,error,error,error,0.7985431150984171,1.2167035343847976,0.8444932630639992
CCRN,CCRN,0.06702128442971143,0.000772571137079181,1.0736339431149722,2022-10-20,20.989216486533238,84,0.000772571137079181,1.0736339431149722,39.748597165164504,45.143277921481484,False,36.76158240363694,22.306762283550825,21.90159993648529,12.90140662771199,28.288860045058193,15.103517549727556,3.3990411933788676,28.699682323243024,20.595133336385093,15293100.0,3912671.136769894,0.25584552097154234,0.09518054661246703,2.6880022239547734,15293100.0,3912671.136769894,0.25584552097154234,0.04759027330623351,5.376004447909547,26.93000030517578,2022-07-27,SLY,30.399999618530273,30.399999618530273,18.899999618530273,SP600,Healthcare,VHT,0.8682552719511998,0.929757,0.28571511983215325,2.444,160371.89676178762,-400928.10323821235,65.704,,,2.075,2.187,225902000,0.105749995,,error,9.451724,-133688496,0.22392,374999000,0.95478,,Medical Care Facilities,,,,,1047443008,-240556.20647642473,-89729000,0.10092,0,1.49,2.882229,0.49034312,0.081709996,2.415,0.19832,0.65893996,1.396,57.889,13.680000305175781,0.07967851137577277,1.336719993750928,2.673439987501856,-6.315260481113599,-0.7142848801678467,38213900,"Cross Country Healthcare, Inc.",4.85,0.8759183673469388,2.820872296289449e-19,,1208000,0.032,233955008,2136142976,0,0,error,5.881974,2.2107608151452505,1.4759969073422203,1.6763192502751374
CC,CC,0.06340058364830299,0.000732075824166456,1.069644483484507,2022-10-20,29.444103756746998,84,0.000732075824166456,1.069644483484507,66.57288227229566,53.86015806945326,False,47.93018944707814,27.193884296635435,32.9036307144165,25.82611821729772,46.56832168341842,24.420188338699013,4.241721187858744,41.38707309013399,36.19721995035807,26314000.0,7644504.324020602,0.29051091905527865,0.16162534687868044,1.797434156619893,26314000.0,7644504.324020602,0.29051091905527865,0.08081267343934022,3.594868313239786,34.220001220703125,2022-07-27,MDYG,44.946998596191406,43.4900016784668,38.869998931884766,SP400,Basic Materials,VAW,0.6090795967107889,1.997058,0.8045995659132265,1.8,1276416.7513647424,-309983.24863525754,368.484,1,0.0256,11.366,11.263,1007000000,0.15871,1652400000,error,7.755556,442624992,0.21765,1381000000,0.78839993,,Specialty Chemicals,error,,,,5687339008,966433.5027294848,820000000,0.10875,0.2242,0.51,5.723188,0.8963497,0.095819995,1.165,0.05895,0.64101,0.177,38.468,16.076997756958008,-1.533059587183593,0.9035188094237426,1.8070376188474853,-3.5175753129383973,-0.19540043408677352,162960992,Chemours Company (The),4.94,-0.36846417525852665,0.00016141607510283536,,1451000064,9.068,3987000064,6344999936,1,0.029222677,error,14.997852,0.921670145226898,1.9454377527029139,1.5739379353635976
BDC,BDC,0.0490842667487557,0.0006847723029976827,1.065002867573286,2022-10-06,52.860108422157694,70,0.0006847723029976827,1.065002867573286,112.90485427039079,94.28076663338288,False,79.0781258751018,55.14882448513946,57.99456298828125,48.93273461022703,62.945132261924655,48.54935281011971,4.722605089080773,67.43977316644279,55.93893343607584,5828500.0,1522961.8424629872,0.2612956751244724,0.13220038155175923,1.9765122615941138,5828500.0,1522961.8424629872,0.2612956751244724,0.06610019077587961,3.9530245231882275,62.79999923706055,2022-07-27,MDYG,68.87000274658203,68.87000274658203,55.15999984741211,SP400,Technology,VGT,0.7753150836975043,1.315789,0.805687332316081,2.388,400829.4478272503,-96670.55217274968,136.81,0.2,0.0037,0.247,0.25,394039008,0.157,1655251200,error,8.978078,104741872,0.36146998,867970000,1.08904,,Communication Equipment,1655251200,0.05,1089936000,1:2,2356200192,304158.8956545006,255595008,0.123780005,0.1176,0.94,2.4878507,0.9388045,0.02833,1.603,0.06313,0.08643,0.2,55.978,15.920001983642578,-0.282663760596147,1.2552541820737706,2.510508364147541,-5.514989083235574,-0.19431266768391897,44256200,Belden Inc,4.63,0.2473469387755102,0.011259124600397406,,559582016,12.644,1296400000,2509787904,0.2,0.0037404152,error,31.317648,1.1473356001928994,1.7978480197777065,1.501286111126963
RGP,RGP,0.048025043756488695,0.0006093736749206435,1.0576455977622516,2022-10-13,18.726912609437008,77,0.0006093736749206435,1.0576455977622516,4.3965375466612615,5.951752647378224,False,24.683583879873098,18.64226953351622,17.826349992752075,16.420032525429043,21.589300690920247,15.579116367814605,1.1236168124687353,20.073583617689547,19.004666608174645,5218600.0,951736.4775768432,0.18237390824681776,0.09430407587049337,1.9338921097882302,5218600.0,951736.4775768432,0.18237390824681776,0.047152037935246686,3.8677842195764605,20.489999771118164,2022-07-27,SLY,21.6200008392334,20.15999984741211,16.5,SP600,Industrials,VIS,0.40457458865774665,0.905626,0.8245606403340874,2.402,212324.3648860275,-45175.63511397251,21.897,0.56,0.030299999,28,27.146,80609000,0.10602,1652140800,error,10.020618,3886375,0.38833,241404000,0.83578,,Consulting Services,1652140800,0.14,1109721600,2:1,643557312,167148.729772055,27248000,0.096020006,0.26540002,1.15,1.8025036,0.84644735,0.09193,2.334,0.08598,0.21033001,0.306,23.115,4.070001602172852,0.7837831378262702,1.1828732537949223,2.3657465075898445,-4.049073653497364,-0.17543935966591265,33104800,"Resources Connection, Inc.",3.09,0.6004903964856255,7.81694936282681e-10,,82189000,2.483,78178000,760304000,0.56,0.027764006,error,9.265967,1.4429708348044266,0.21456991682637472,0.29047109389271747
