,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,50tdMA-TP,50tdBOLU,200td_upper,200tdSMA,50tdBOLD,200td_lower,200tdSDev,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
MOH,MOH,0.034033007090283,0.00039849244044853904,1.037334043063407,2022-11-11,306.53361185149055,84,0.00039849244044853904,1.037334043063407,1020.5132772073558,1577.9610812499047,False,398.1950809805452,290.70891603514906,295.6346665445963,346.4602892013594,347.03012810276346,305.54584938049317,244.8090438878332,264.0615706582229,20.74213936113515,6616500.0,1759085.2624812594,0.26586341154405796,0.049367665738161745,5.385375378170709,6616500.0,1759085.2624812594,0.26586341154405796,0.024683832869080873,10.770750756341418,328.7900085449219,2022-08-18,SPY,350.19000244140625,350.19000244140625,283.42999267578125,SP500,Healthcare,VHT,0.9416942205101912,0.799489,0.3344565830640611,1.43,137729.22090578036,-274070.7790942196,84.488,,,0.345,0.341,1312999936,0.04461,,error,16.686674,591000000,0.121929996,3280000000,1.02469,,Healthcare Plans,,,1306108800,3:2,19060285440,-136341.55818843926,1788999936,0.04087,0,1.15,6.7235055,0.6475381,0.02555,1.401,0.06509,0.28923,0.185,508.377,75.99002075195312,0.03368900351439996,0.4548145586525413,0.9096291173050826,-5.983498233176071,-0.6655434169359389,58100000,Molina Healthcare Inc,2.89,0.8231932086840424,3.395989826360842e-17,,7879000064,135.611,2391000064,29435000832,0,0,error,25.411308,0.9166250754078793,3.1038451616084473,4.7992975462765965
PEP,PEP,0.027851404741215426,0.0003270845360545671,1.0305440401458243,2022-11-11,173.96151689600805,84,0.0003270845360545671,1.0305440401458243,106.01704908917667,204.69091122435177,False,197.21151570567454,174.33195358548036,169.57726704915365,181.8616894536895,179.29165256919893,168.57550018310548,157.2928446446178,157.85934779701202,5.358076193046725,70742200.0,23367909.329700425,0.3303248885347137,0.16150594167142565,2.045280100014774,70742200.0,23367909.329700425,0.3303248885347137,0.08075297083571283,4.090560200029548,180.39999389648438,2022-08-18,SPY,177.6199951171875,177.6199951171875,159.4199981689453,SP500,Consumer Defensive,VDC,0.9228712545706486,0.563643,0.4646424167694205,0.831,1398852.4599260173,-1611747.540073983,210.34,4.6,0.0255,-0.394,-0.394,14816000000,0.18099001,1661990400,error,24.851034,5905375232,0.53335,42429000000,0.7418,,Beverages—Non-Alcoholic,1654128000,1.15,833328000,2:1,248649007104,-212895.08014796558,11157000192,0.14975001,0.6589,,13.411493,3.0374167,0.11282,0.595,0.082609996,0.54608,0.052,59.192,17.920013427734375,1.4810253013012535,0.6194507335362043,1.2389014670724086,-2.0131889700213565,-0.5353575832305796,1380080000,"Pepsico, Inc.",2.32,0.7709269732120397,2.863799494427855e-15,,5692000256,4.124,39279001600,81862000640,4.375,0.024251664,error,27.134037,0.7420549515082296,0.5876776755880074,1.134650322337626
DUK,DUK,0.02509434198358648,0.0003541291076909481,1.033110454667773,2022-10-28,106.36529018204826,70,0.0003541291076909481,1.033110454667773,68.80420079678157,57.74493487027643,False,124.07048427397184,106.91866323272002,106.72653340657553,113.6787945956139,115.87944848539901,105.56382583618164,99.77427221753716,95.24820318696426,5.157811324608687,47580600.0,9786885.959933024,0.2056906798134749,0.10070429909105351,2.0425213389102304,47580600.0,9786885.959933024,0.2056906798134749,0.050352149545526755,4.085042677820461,112.58000183105469,2022-08-18,SPY,116.33000183105469,116.33000183105469,108.37999725341797,SP500,Utilities,VPU,0.6537860679919265,0.343228,0.4948481988359289,0.699,863163.7132295108,-881136.2867704892,138.101,4.02,0.0359,0.192,0.186,11816999936,0.44448003,1660176000,error,19.693913,-2697374976,0.47408,12206000000,0.64444,,Utilities—Regulated Electric,1660176000,1.005,1341273600,1:3,87191289856,-17972.573540978367,8451999744,0.22508,0.79760003,3.68,1.8257743,3.2795942,0.14726,0.281,0.022149999,0.07185,0.161,34.55,12.519996643066406,-0.2635779798064741,0.6788861136103806,1.3577722272207613,-0.35108020065745815,-0.5051518011640711,769969024,Duke Energy Corporation (Holdin,3.27,0.522662354720027,8.617546283585887e-08,,725000000,0.942,71238000640,26585999360,3.94,0.034997337,error,22.830645,0.7941721025479631,0.6111582845773434,0.5129235559698467
ATO,ATO,0.022825672071648054,0.00026871542986017793,1.0250265334775328,2022-11-11,114.50850814328754,84,0.00026871542986017793,1.0250265334775328,118.73966444956308,167.5021156731372,False,131.48622988414192,111.82505099750789,112.9429335530599,121.39390902937447,125.87510187941797,108.4122859954834,104.49195807674533,90.94947011154883,8.731407941967285,22857100.0,5439389.709503653,0.23797374599155857,0.0705907318705351,3.3711755025859125,22857100.0,5439389.709503653,0.23797374599155857,0.03529536593526755,6.742351005171825,118.08000183105469,2022-08-18,SPY,122.95999908447266,122.95999908447266,104.98999786376953,SP500,Utilities,VPU,0.7002022652074971,0.494103,0.7261943687556767,1.007,439274.9736603088,-165625.0263396912,85.892,2.72,0.0233,0.179,0.255,1433204992,0.3541,1660867200,error,19.829391,-3361884928,0.43673,1695754000,0.90761,,Utilities—Regulated Gas,1653004800,0.68,769132800,3:2,16421921792,273649.9473206176,1003532032,0.22558,0.48720002,2.7,1.7718176,4.057382,0.18566999,0.268,0.02786,0.088190004,0.348,29.873,15.709999084472656,0.21196751460924726,0.6788861136103806,1.3577722272207613,-0.35108020065745815,-0.27380563124432333,139892000,Atmos Energy Corporation,8.07,0.5977950682110309,9.166257394621422e-10,,497392992,3.556,7960593920,4047418112,2.665,0.022787517,error,21.460695,1.2000663430272311,1.0055865735795992,1.41854770558688
GNW,GNW,0.021309132931627842,0.0003012634852919138,1.028099617519121,2022-10-28,3.50918839193427,70,0.0003012634852919138,1.028099617519121,0.6027548511068893,0.6981851753741877,False,5.891388424608701,3.382991132718046,3.93526667435964,4.529997755158145,4.452936044581261,3.983400012254715,3.3405355935611354,3.51386397992817,0.23476801616327267,61372800.0,16537466.394043501,0.26945921310488524,0.09216464615541915,2.9236721925942253,61372800.0,16537466.394043501,0.26945921310488524,0.046082323077709576,5.847344385188451,4.400000095367432,2022-08-18,SLY,4.610000133514404,4.610000133514404,4.610000133514404,SP600,Financial Services,VFH,0.8913757619419789,0.973159,0.7692321799955251,1.42,2087696.136507855,-626303.863492145,16.824,,,-0.227,-0.246,,0,1223424000,error,4.56383,1404375040,0.16869,1375000000,0.79125,,Insurance—Life,1223424000,0.1,,,2160941568,1461392.27301571,545000000,0.16869,0,0.84,0.1843734,0.28546125,0.10661,0.135,0.00841,0.064899996,-0.083,14.903,1.0499999523162842,-0.6000001362391942,0.9019116035982815,1.803823207196563,-3.8469735897772344,-0.23076782000447493,503716000,Genworth Financial Inc,5.66,0.7019820364900812,8.319053708267945e-13,,1804000000,3.581,2115000064,7569999872,0,0,error,2.767742,0.6300320960592559,0.13698973591875682,0.15867844550941634
HES,HES,0.020501176201565413,0.00041424609951157265,1.038837967728172,2022-10-07,100.59546102762523,49,0.00041424609951157265,1.038837967728172,279.0581543705916,295.48351159488243,False,147.91756052890665,96.2777011475286,106.95339680989582,123.52980577101091,127.40163426417449,98.21899238586425,90.37698784878073,69.03635050755402,14.591320939155116,32366600.0,7467244.460982151,0.23070833701971016,0.10295458865297365,2.240874739418879,32366600.0,7467244.460982151,0.23070833701971016,0.051477294326486824,4.481749478837758,116.9000015258789,2022-08-18,SPY,131.44000244140625,131.44000244140625,91.08999633789062,SP500,Energy,VDE,0.08317514447059315,1.619764,0.7815701969320984,1.685,1021355.9333508662,-285444.0666491338,117.247,1.5,0.013300001,,,4757000192,0.52593,1655164800,error,10.879663,1137500032,0.69939005,5267000000,0.89389,,Oil & Gas E&P,1655164800,0.375,1149120000,3:1,36110397440,735911.8667017324,2867000064,0.36064,0.26479998,0.19,5.033881,3.9923048,0.16186,1.514,0.10106,0.25191998,0.881,29.3,27.20000457763672,-0.12022044458606194,0.13204679837951788,0.26409359675903576,-1.650408901713833,-0.2184298030679016,309615008,Hess Corporation,3.57,0.013877551020408163,0.8869199923303159,,2159000064,7.01,9095999488,9045000192,1.25,0.0106929,error,23.850716,0.7148869264988353,2.387152700839056,2.527660459691862
CMC,CMC,0.020393476133384072,0.00024036595260845672,1.0223572704397206,2022-11-11,38.3520564862901,84,0.00024036595260845672,1.0223572704397206,27.839401008211976,32.13130898917159,False,53.79593299811744,37.0726236868021,37.41204564412435,44.02019851117048,44.13499677578518,37.18233319282532,30.803892777078218,30.229669609865454,3.476331791479932,15242000.0,4035139.7439968074,0.264738206534366,0.12896126181065398,2.0528506220966194,15242000.0,4035139.7439968074,0.264738206534366,0.06448063090532699,4.105701244193239,43.310001373291016,2022-08-18,MDYG,46.68000030517578,46.68000030517578,36.4900016784668,SP400,Basic Materials,VAW,0.8685862331385985,1.230174,0.5306147869615652,2.476,373499.7485422457,-330400.25145775435,53.33,0.56,0.013099999,1.374,1.396,1348193024,0.15792,1656374400,error,7.4647894,-221390752,0.19822,1105857000,0.8803,,Steel,1656374400,0.14,1148342400,2:1,5108775936,43099.49708449136,375988992,0.13836999,0.0614,-0.54,1.6260163,0.5984232,0.12662,1.252,0.1407,0.408,0.364,70.487,12.879999160766602,0.006211322691571192,0.6168857601162819,1.2337715202325639,-3.919986777513591,-0.4693852130384349,120490000,Commercial Metals Company,3.9,0.4220408163265306,1.527870671009845e-05,,410264992,3.405,1675725056,8537061888,0.54,0.012468252,error,4.753363,0.6832604592141608,0.6427938149496423,0.7418912022705858
EXLS,EXLS,0.01933503975661507,0.00022800804816447418,1.0211958569760744,2022-11-11,154.4292958295127,84,0.00022800804816447418,1.0211958569760744,180.2699362409273,159.4384054175636,False,205.06641524917185,160.1969114242699,153.51886647542318,180.44930556130066,165.8095949102401,138.6572501373291,126.5884273895457,111.50490536441811,13.576172386455495,4444400.0,924953.2511825239,0.2081165626816947,0.08792459065911189,2.3669892702551576,4444400.0,924953.2511825239,0.2081165626816947,0.043962295329555943,4.733978540510315,177.77000427246094,2022-08-18,SLY,156.14999389648438,154.97999572753906,124.9800033569336,SP600,Technology,VGT,0.9347545511762461,0.90166,0.2661891432021516,2.109,31543.413469454965,-86956.58653054504,52.909,,,0.309,0.279,217156000,0.1721,,error,26.683043,,0.3738,431359000,0.99049,,Information Technology Services,,,,,5604397568,-55413.17306109008,,0.13430999,0,2.24,8.133816,4.441575,0.100509994,1.89,0.0861,0.17943001,0.261,37.74,40.97999572753906,2.3718894575458966,1.3745111273964494,2.749022254792899,-4.419069907365806,-0.7338108567978484,33286200,"ExlService Holdings, Inc.",4.02,0.5853061224489795,2.0025132664410408e-09,,265244992,8.008,362772000,1261804032,0,0,error,42.517673,1.2723286782712502,1.0140627322291944,0.8968802474302625
SFBS,SFBS,0.015937567075284067,0.00018825459313820403,1.0174686148909433,2022-11-11,78.13950590552972,84,0.00018825459313820403,1.0174686148909433,157.79735285389026,186.9214273623477,False,106.92986732268754,81.99308498319647,81.96195999145507,92.10430627315874,92.53021323487867,83.80848178863525,71.81961370975141,75.08675034239182,4.36086572312171,2162600.0,854028.9499842941,0.3949084204126025,0.13854438194708757,2.8504109287045987,2162600.0,854028.9499842941,0.3949084204126025,0.06927219097354378,5.700821857409197,92.95999908447266,2022-08-18,SLY,97.25,97.25,74.48999786376953,SP600,Financial Services,VFH,0.9900959295267288,1.041719,0.8170183754301669,,62747.011233036814,-14052.988766963184,,0.92,0.0108,0.239,0.242,,0.0,1656547200,error,23.060453,,0.0,377286000,0.66188,,Banks—Regional,error,,1482278400,2:1,4963026432,48694.02246607363,262876992,0.67529,0.2139,,4.4556384,11.988855,0.54592997,,0.01632,0.19779,0.23,7.632,19.209999084472656,0.5148360156686563,0.9019116035982815,1.803823207196563,-3.8469735897772344,-0.18298162456983313,54211100,"ServisFirst Bancshares, Inc.",10.89,0.7839935320800404,9.704107623575142e-16,,375041984,6.906,1470834944,413969984,0.8,0.008605852,error,24.283821,0.6486450394743374,1.6974758434592923,2.010772689363867
NPO,NPO,0.014716523233709972,0.0001739351967733338,1.0161293424408815,2022-11-11,86.71515459177363,84,0.0001739351967733338,1.0161293424408815,253.8375107053611,235.90170925967877,False,123.89062678599312,91.36521879039823,88.94573379516602,105.067912179736,117.7858119741802,99.36533802032471,72.82355541059604,80.94486406646922,9.210236976927744,1397600.0,481711.3959051564,0.34467043210157156,0.14685967704313144,2.346937151443856,1397600.0,481711.3959051564,0.34467043210157156,0.07342983852156572,4.693874302887712,103.79000091552734,2022-08-18,SLY,117.62999725341797,117.62999725341797,99.94000244140625,SP600,error,error,0.9603283412320553,error,0.7237244255046166,error,67378.7440144798,-25721.255985520198,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,41657.488028959604,error,error,error,error,error,error,error,error,error,error,error,error,28.56999969482422,-0.8340915105426912,error,error,error,-0.2762755744953834,error,error,error,0.4497959183673469,4.045390624853401e-06,error,error,error,error,error,error,error,error,error,0.755029511910413,2.4456836734393566,2.2728751052972296
RSG,RSG,0.013940089901836662,0.00016482096822723058,1.0152778101049833,2022-11-11,134.8812694112252,84,0.00016482096822723058,1.0152778101049833,118.16183362750262,112.9691032384976,False,161.28996973992793,138.52686114977334,132.7733272298177,147.24242846192735,142.79341847456485,131.0055638885498,118.30422599770807,119.21770930253476,5.893927293007519,20627300.0,3937706.573980669,0.19089781861807745,0.0923667315035841,2.0667378341808065,20627300.0,3937706.573980669,0.19089781861807745,0.04618336575179205,4.133475668361613,147.30999755859375,2022-08-18,SPY,145.97999572753906,145.97999572753906,121.91999816894531,SP500,Industrials,VIS,0.9801128372153172,0.735206,0.4973559497186408,0.751,331189.3269176429,-334710.67308235716,110.581,1.84,0.013300001,0.198,0.19,3449799936,0.29567,1656547200,error,31.62851,1260062464,0.41073,4648000000,0.95601,,Waste Management,error,,1174262400,3:2,46435393536,-3521.346164714254,2831300096,0.18792,0.4277,2.76,5.241419,3.9797556,0.1154,0.67,0.056939997,0.15296,0.144,36.68,23.17999267578125,1.2100954234150734,0.8580096453922071,1.7160192907844143,-3.2956523131373467,-0.5026440502813593,317095008,"Republic Services, Inc.",1.36,0.7257142857142856,1.0349867467367585e-13,,39000000,0.123,9935399936,11667900416,1.735,0.011777883,error,38.638523,0.8688074773241035,0.8021304431866736,0.766880083570453
MCD,MCD,0.013470057655194425,0.00015930010317655174,1.0147623450763668,2022-11-11,254.6988282035685,84,0.00015930010317655174,1.0147623450763668,627.3740948026557,996.9294492406409,False,291.785087187967,252.11343409706114,252.50800038655598,269.9900803407154,268.88847116083434,249.68160232543946,235.0259204323966,230.4747334900446,9.603434417697429,48089200.0,10460567.185500186,0.21752425046580492,0.10120757250793463,2.1492882901499404,48089200.0,10460567.185500186,0.21752425046580492,0.05060378625396732,4.298576580299881,266.5799865722656,2022-08-18,SPY,271.1499938964844,271.1499938964844,247.0500030517578,SP500,Consumer Cyclical,VCR,0.8657206203081731,0.554704,0.5979329547420913,,951849.4706539351,-640050.5293460649,,5.52,0.021,-0.458,-0.465,10835300352,0.45923,1661904000,error,26.285995,,0.55287,12580200000,0.69622004,,Restaurants,error,,920851200,2:1,199170686976,311798.9413078702,,0.37827,0.66870004,3.72,,8.441439,0.25773,,,,-0.029,31.76,27.509994506835938,0.3776797872310922,0.6872487051117974,1.3744974102235947,-5.387602436999556,-0.4020670452579087,747244992,McDonald's Corporation,2.26,0.7828571428571428,1.0412308067306873e-15,,2357499904,3.188,47593799680,23594399744,5.16,0.019356292,error,27.478352,0.8321432413075793,2.353417834810283,3.7397010257947065
IDA,IDA,0.012876545091176486,0.00015232525803532404,1.014111496789637,2022-11-11,110.21027104587323,84,0.00015232525803532404,1.014111496789637,110.41157159297309,138.82222045985068,False,125.77679097082724,107.70877974505795,106.76126708984376,115.77643811019148,116.23228595805237,108.15513023376465,97.74609606949603,100.07797450947693,4.038577862143858,3107300.0,1084070.7049033777,0.3488786743807736,0.11750245277625826,2.9691182280687305,3107300.0,1084070.7049033777,0.3488786743807736,0.05875122638812913,5.938236456137461,114.95999908447266,2022-08-18,MDYG,118.91999816894531,118.91999816894531,110.20999908447266,SP400,error,error,0.8861500091421423,error,0.2380926430517711,error,23499.743869209808,-75200.25613079019,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,-51700.512261580385,error,error,error,error,error,error,error,error,error,error,error,error,16.400001525878906,-0.19329255329294406,error,error,error,-0.7619073569482289,error,error,error,0.6157615866545318,2.8390217545464255e-10,error,error,error,error,error,error,error,error,error,0.5698994571708267,0.9604346944352585,1.2075697770129943
TWNK,TWNK,0.009459866747348823,0.00011209440598691778,1.0103654604126018,2022-11-11,20.930988248583525,84,0.00011209440598691778,1.0103654604126018,4.6198126128004375,4.121854107435542,False,25.934527324616916,21.252584865759275,21.302740008036295,23.39717840453476,23.800878674156138,20.78865001678467,19.20830161153783,17.7764213594132,1.5061143286857355,17074400.0,7238196.455495719,0.42392098436816045,0.12793959191500404,3.313446432202082,17074400.0,7238196.455495719,0.42392098436816045,0.06396979595750202,6.626892864404164,23.299999237060547,2022-08-18,SLY,24.270000457763672,24.270000457763672,17.229999542236328,SP600,Consumer Defensive,VDC,0.9091306272071553,0.584078,0.764704892374493,2.317,449799.4176946768,-138400.58230532322,63.103,,,0.283,0.293,258118000,0.21356001,,error,24.787233,83171504,0.35584,409983000,1.07406,,Packaged Foods,error,,,,3224183808,311398.83538935357,201702000,0.17427,0,2.14,1.7925833,2.6675556,0.105179995,2.006,0.03788,0.074250005,0.251,9.053,4.045000076293945,1.0210128987690645,0.6194507335362043,1.2389014670724086,-2.0131889700213565,-0.23529510762550698,138376992,"Hostess Brands, Inc.",6.22,0.720883255290185,1.5998782611078258e-13,,238431008,1.724,1111177984,1208665984,,,error,37.220448,0.5719895372751397,0.19827522592585536,0.17690361555374634
HAFC,HAFC,0.0076078047051841855,9.023039555478007e-05,1.0083353692498827,2022-11-11,21.309588766507304,84,9.023039555478007e-05,1.0083353692498827,33.43987390931497,27.445263516453775,False,32.68423763395277,21.973595130760007,23.793800023396813,27.222958538308475,27.336118838177548,24.225049982070924,20.36464150848515,21.1139811259643,1.5555344280533117,2843800.0,729109.2048662285,0.2563855421851848,0.07528128575916497,3.4057008936510047,2843800.0,729109.2048662285,0.2563855421851848,0.037640642879582485,6.811401787302009,26.719999313354492,2022-08-18,SLY,28.84000015258789,28.84000015258789,22.290000915527344,SP600,error,error,0.950109751030114,error,0.235293787656094,error,11364.689943789339,-36935.31005621066,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,-25570.620112421326,error,error,error,error,error,error,error,error,error,error,error,error,5.85999870300293,0.03242265553113324,error,error,error,-0.764706212343906,error,error,error,0.7306911907363101,7.490859449858782e-14,error,error,error,error,error,error,error,error,error,0.8026437056513611,1.2514923191858738,1.027143122070995
DTE,DTE,0.0013488502101836866,1.6047049335110586e-05,1.001477406985561,2022-11-11,127.1174402904594,84,1.6047049335110586e-05,1.001477406985561,193.540458632635,254.4859410682125,False,148.61116992833945,124.3681719543815,126.34246678670246,136.52940244672303,139.66767651808883,123.93744850158691,116.15553112668191,108.207220485085,7.865114008250959,17611800.0,5550793.271674074,0.31517467105429736,0.08850754681588963,3.5609920553996703,17611800.0,5550793.271674074,0.31517467105429736,0.04425377340794481,7.121984110799341,135.44000244140625,2022-08-18,SPY,140.22999572753906,140.22999572753906,123.77021026611328,SP500,Utilities,VPU,0.8259505603319921,0.601057,0.4534873405368961,0.594,340659.69021131634,-410540.30978868366,223.546,3.54,0.026199998,-0.793,-0.793,2601999872,0.14566,1663286400,error,21.643879,-1585124992,0.19112,3336000000,0.73974997,,Utilities—Regulated Electric,1655337600,0.885,1625097600,1175:1000,26375219200,-69880.61957736732,2287000064,0.085710004,0.855,5.72,3.076193,1.4765279,0.042659998,0.323,0.02104,0.074439995,0.63,92.554,18.56000518798828,0.11259725317209665,0.6788861136103806,1.3577722272207613,-0.35108020065745815,-0.5465126594631039,193736000,DTE Energy Company,2.91,0.5302289351281237,5.661591414419633e-08,,67000000,0.346,19178000384,17863000064,3.48,0.025694033,error,33.36765,0.800880013570214,1.4289755991134454,1.878957002960094
LKFN,LKFN,-0.00027492485760745685,-3.2733595993761355e-06,0.9996988957649536,2022-11-11,70.35383470896636,84,-3.2733595993761355e-06,0.9996988957649536,82.78132930903818,62.0099711906895,False,91.780878598492,70.86253920338942,70.81559997558594,80.44916124038745,84.48044235357831,74.89979991912841,61.182038710784425,65.31915748467851,4.79032121722495,2239100.0,892065.1518007817,0.3984034441520172,0.11986465714218365,3.3237774474208055,2239100.0,892065.1518007817,0.3984034441520172,0.05993232857109183,6.647554894841611,80.44999694824219,2022-08-18,SLY,85.70999908447266,85.70999908447266,77.05000305175781,SP600,error,error,0.9615050086283593,error,0.8308799605066813,error,55668.95735394765,-11331.04264605235,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,44337.914707895296,error,error,error,error,error,error,error,error,error,error,error,error,17.219993591308594,-0.4134734625900342,error,error,error,-0.16912003949331866,error,error,error,0.6299021710073704,1.1202989133627224e-10,error,error,error,error,error,error,error,error,error,0.7785467760822564,1.028978650705181,0.7707889812672566
AJG,AJG,-0.005271737722647956,-6.29228102991819e-05,0.9942276437569185,2022-11-11,167.77549029957174,84,-6.29228102991819e-05,0.9942276437569185,213.12125268097944,215.26230309729803,False,209.31689975254451,174.54308722313422,168.66653432210288,190.80542663595077,182.96954749229093,164.56069091796874,146.527642008255,146.15183434364656,9.204428287161086,16469100.0,4194040.8975968882,0.2546612078132313,0.11801097385757148,2.1579451426321103,16469100.0,4194040.8975968882,0.2546612078132313,0.05900548692878574,4.315890285264221,191.52000427246094,2022-08-18,SPY,187.02000427246094,187.02000427246094,154.02999877929688,SP500,Financial Services,VFH,0.9700865215180501,0.684424,0.7580662362486361,1.053,667098.2878987998,-212901.7121012002,76.305,2.04,0.0107,0.446,0.494,2255500032,0.27005,1661990400,error,22.008661,907062528,0.40674,2942300000,0.85591006,,Insurance Brokers,1654128000,0.51,979862400,2:1,40088989696,454196.57579759957,1783500032,0.20296,0.40240002,2.35,4.5510874,4.799812,0.1266,0.84,0.03125,0.12589,0.056,40.059,34.790008544921875,1.3363033651783904,0.9019116035982815,1.803823207196563,-3.8469735897772344,-0.24193376375136386,210336000,Arthur J. Gallagher & Co.,3.14,0.8138775510204082,7.443945470903634e-17,,523600000,2.489,6761999872,8352200192,1.98,0.010412833,error,38.73882,0.8644996528993762,1.1127884707948734,1.1239677229281007
STLD,STLD,-0.006567997871605235,-8.557636517358969e-05,0.9921575512459035,2022-11-04,72.12363844458945,77,-8.557636517358969e-05,0.9921575512459035,161.84692935141442,195.40090719058466,False,102.29467416293834,69.75587429808871,72.49813372294108,85.31233758417275,91.81756422566909,71.39745023727417,59.6839298617094,50.977336248879254,10.210056994197457,30597300.0,8521919.162490217,0.27851866545382165,0.11158413917364945,2.49604170912127,30597300.0,8521919.162490217,0.27851866545382165,0.05579206958682473,4.99208341824254,84.43000030517578,2022-08-18,MDYG,100.37000274658203,100.37000274658203,74.37000274658203,SP400,Basic Materials,VAW,0.9437567871359323,1.418462,0.3541683223396646,3.522,365395.458157832,-666304.541842168,40.38,1.36,0.0164,0.94,0.722,6221035008,0.28046,1656460800,error,8.547545,1477630848,0.31685,5362424000,0.85638,,Steel,1656460800,0.34,1206921600,2:1,14937580544,-300909.083684336,3175535104,0.26437,0.0537,,1.9684756,0.67341834,0.19812,1.825,0.30043,0.70239997,0.391,113.987,23.500003814697266,-0.9285107992438785,0.6168857601162819,1.2337715202325639,-3.919986777513591,-0.6458316776603353,182611008,"Steel Dynamics, Inc.",2.54,0.3756635674550194,0.00011910102319509733,,1358089984,7.437,3048246016,22181724160,1.2,0.014212958,error,3.6003523,0.7684131650698565,1.9169362639631873,2.31435397944214
PPL,PPL,-0.006996362515707762,-0.00010029428187074974,0.9908149063934659,2022-10-28,26.94799935390831,70,-0.00010029428187074974,0.9908149063934659,19.091708393299747,41.49055014152095,False,33.67496886302796,27.8309239470851,27.890666720072428,30.6069292770081,31.07447410652191,28.48073606491089,25.174404163136757,25.886998023299867,1.2968690208055118,98756000.0,40656502.25666542,0.4116864014000711,0.07425181729104605,5.544462296274545,98756000.0,40656502.25666542,0.4116864014000711,0.03712590864552302,11.08892459254909,30.90999984741211,2022-08-18,SPY,30.719999313354492,30.719999313354492,30.719999313354492,SP500,Utilities,VPU,0.8234333813065002,0.774705,0.9565206574560894,0.618,2994196.6140347966,-136103.38596520326,98.854,0.9,0.0292,5.48,5.263,2584999936,0.39923,1655424000,error,19.136646,-574875008,0.42903,2750000000,0.71317,,Utilities—Regulated Electric,1655424000,0.225,1433203200,10000:9314,22681860096,2858093.228069593,1728000000,0.22625,1.2632,,1.6352636,3.50299,0.113199994,0.415,0.02481,0.05155,0.317,8.678,4.75,0.12000033729954769,0.6788861136103806,1.3577722272207613,-0.35108020065745815,-0.043479342543910574,736185024,PPL Corporation,2.56,0.601474807632515,7.774648217156467e-10,,336000000,0.456,13713999872,6474999808,1.255,0.040601745,error,30.81,0.9439709039355607,0.6176547553395789,1.3423018552681967
